time, x_ref, y_ref, heading_ref, v_ref, steering_ref
26.32, 114.492, 3.08942, 0.334483, 5, 0.460142
26.33, 114.536, 3.10477, 0.344148, 5, 0.440073
26.34, 114.579, 3.12059, 0.353318, 5, 0.41972
26.35, 114.623, 3.13685, 0.361998, 5, 0.399108
26.36, 114.666, 3.15353, 0.370189, 5, 0.37826
26.37, 114.71, 3.17061, 0.377895, 5, 0.3572
26.38, 114.753, 3.18806, 0.385119, 5, 0.335949
26.39, 114.797, 3.20587, 0.391863, 5, 0.314528
26.4, 114.84, 3.22401, 0.398133, 5, 0.292957
26.41, 114.884, 3.24245, 0.40393, 5, 0.271254
26.42, 114.927, 3.26118, 0.409258, 5, 0.249436
26.43, 114.971, 3.28018, 0.414121, 5, 0.227519
26.44, 115.014, 3.29942, 0.41852, 5, 0.205517
26.45, 115.058, 3.31887, 0.42246, 5, 0.183445
26.46, 115.101, 3.33852, 0.425942, 5, 0.161314
26.47, 115.145, 3.35834, 0.42897, 5, 0.139136
26.48, 115.188, 3.3783, 0.431545, 5, 0.116922
26.49, 115.232, 3.39839, 0.433669, 5, 0.0946811
26.5, 115.275, 3.41858, 0.435344, 5, 0.0724222
26.51, 115.319, 3.43885, 0.436571, 5, 0.0501539
26.52, 115.362, 3.45917, 0.437352, 5, 0.027884
26.53, 115.406, 3.47952, 0.437687, 5, 0.00562013
26.54, 115.449, 3.49987, 0.437577, 5, -0.0166305
26.55, 115.493, 3.52021, 0.437022, 5, -0.0388606
26.56, 115.536, 3.54051, 0.436022, 5, -0.0610628
26.57, 115.58, 3.56074, 0.434576, 5, -0.0832297
26.58, 115.623, 3.58088, 0.432684, 5, -0.105353
26.59, 115.667, 3.60091, 0.430346, 5, -0.127426
26.6, 115.71, 3.62081, 0.427559, 5, -0.149438
26.61, 115.754, 3.64055, 0.424323, 5, -0.17138
26.62, 115.797, 3.6601, 0.420635, 5, -0.193243
26.63, 115.841, 3.67946, 0.416495, 5, -0.215014
26.64, 115.884, 3.69858, 0.411899, 5, -0.236682
26.65, 115.928, 3.71746, 0.406846, 5, -0.258234
26.66, 115.971, 3.73606, 0.401333, 5, -0.279656
26.67, 116.015, 3.75437, 0.395358, 5, -0.300932
26.68, 116.058, 3.77236, 0.388918, 5, -0.322046
26.69, 116.102, 3.79002, 0.382011, 5, -0.342981
26.7, 116.145, 3.80731, 0.374633, 5, -0.363718
26.71, 116.189, 3.82422, 0.366784, 5, -0.384238
26.72, 116.232, 3.84072, 0.358459, 5, -0.404521
26.73, 116.276, 3.85681, 0.349658, 5, -0.424543
26.74, 116.319, 3.87244, 0.340377, 5, -0.444284
26.75, 116.363, 3.88761, 0.330616, 5, -0.463721
26.76, 116.406, 3.90229, 0.320373, 5, -0.482828
26.77, 116.45, 3.91647, 0.309647, 5, -0.501583
26.78, 116.493, 3.93012, 0.298439, 5, -0.519961
26.79, 116.537, 3.94323, 0.286747, 5, -0.537936
26.8, 116.58, 3.95577, 0.274574, 5, -0.555484
26.81, 116.624, 3.96773, 0.261921, 5, -0.572579
26.82, 116.667, 3.97909, 0.248791, 5, -0.589197
26.83, 116.711, 3.98983, 0.235187, 5, -0.605314
26.84, 116.754, 3.99993, 0.221114, 5, -0.620905
26.85, 116.798, 4.00938, 0.206578, 5, -0.635947
26.86, 116.841, 4.01815, 0.191586, 5, -0.650417
26.87, 116.885, 4.02625, 0.176146, 5, -0.664294
26.88, 116.928, 4.03363, 0.160269, 5, -0.677556
26.89, 116.972, 4.04031, 0.143965, 5, -0.690184
26.9, 117.015, 4.04624, 0.127248, 5, -0.702159
26.91, 117.059, 4.05143, 0.110131, 5, -0.713464
26.92, 117.102, 4.05586, 0.0926304, 5, -0.724083
26.93, 117.146, 4.05951, 0.0747642, 5, -0.734
26.94, 117.189, 4.06237, 0.0565512, 5, -0.743203
26.95, 117.233, 4.06443, 0.0380122, 5, -0.751679
26.96, 117.276, 4.06567, 0.0191694, 5, -0.759418
26.97, 117.32, 4.06609, 4.65348e-05, 5, -0.766412
26.98, 117.363, 4.06568, -0.0193313, 5, -0.772653
26.99, 117.407, 4.06441, -0.0389376, 5, -0.778134
27, 117.45, 4.06228, -0.0587449, 5, -0.782852
27.01, 117.494, 4.05929, -0.0787248, 5, -0.786804
27.02, 117.537, 4.05542, -0.0988477, 5, -0.789989
27.03, 117.581, 4.05066, -0.119084, 5, -0.792408
27.04, 117.624, 4.045, -0.139402, 5, -0.794061
27.05, 117.668, 4.03845, -0.159773, 5, -0.794954
27.06, 117.711, 4.03098, -0.180164, 5, -0.79509
27.07, 117.755, 4.0226, -0.200545, 5, -0.794477
27.08, 117.798, 4.01329, -0.220887, 5, -0.793124
27.09, 117.842, 4.00306, -0.241158, 5, -0.791039
27.1, 117.885, 3.9919, -0.261331, 5, -0.788235
27.11, 117.929, 3.97979, -0.281377, 5, -0.784724
27.12, 117.972, 3.96675, -0.301268, 5, -0.780521
27.13, 118.016, 3.95276, -0.32098, 5, -0.775643
27.14, 118.059, 3.93782, -0.340487, 5, -0.770106
27.15, 118.103, 3.92194, -0.359768, 5, -0.76393
27.16, 118.146, 3.9051, -0.378799, 5, -0.757134
27.17, 118.19, 3.88731, -0.397562, 5, -0.749742
27.18, 118.233, 3.86856, -0.416038, 5, -0.741775
27.19, 118.277, 3.84887, -0.43421, 5, -0.733258
27.2, 118.32, 3.82822, -0.452065, 5, -0.724216
27.21, 118.364, 3.80662, -0.469589, 5, -0.714676
27.22, 118.407, 3.78407, -0.486769, 5, -0.704665
27.23, 118.451, 3.76058, -0.503597, 5, -0.69421
27.24, 118.494, 3.73614, -0.520064, 5, -0.68334
27.25, 118.538, 3.71076, -0.536163, 5, -0.672084
27.26, 118.581, 3.68444, -0.551889, 5, -0.660472
27.27, 118.625, 3.65719, -0.567236, 5, -0.648532
27.28, 118.668, 3.62902, -0.582204, 5, -0.636296
27.29, 118.712, 3.59992, -0.596788, 5, -0.623792
27.3, 118.755, 3.56991, -0.610989, 5, -0.611049
27.31, 118.799, 3.53899, -0.624808, 5, -0.598097
27.32, 118.842, 3.50717, -0.638244, 5, -0.584963
27.33, 118.886, 3.47445, -0.6513, 5, -0.571675
27.34, 118.929, 3.44085, -0.663978, 5, -0.55826
27.35, 118.973, 3.40638, -0.676282, 5, -0.544743
27.36, 119.016, 3.37104, -0.688215, 5, -0.53115
27.37, 119.06, 3.33484, -0.699782, 5, -0.517504
27.38, 119.103, 3.29779, -0.710987, 5, -0.503826
27.39, 119.147, 3.25991, -0.721835, 5, -0.490139
27.4, 119.19, 3.22121, -0.732331, 5, -0.476461
27.41, 119.234, 3.1817, -0.742482, 5, -0.462811
27.42, 119.277, 3.14138, -0.752292, 5, -0.449206
27.43, 119.321, 3.10028, -0.761767, 5, -0.435662
27.44, 119.364, 3.0584, -0.770913, 5, -0.422191
27.45, 119.408, 3.01577, -0.779737, 5, -0.408808
27.46, 119.451, 2.97239, -0.788244, 5, -0.395522
27.47, 119.495, 2.92828, -0.79644, 5, -0.382345
27.48, 119.538, 2.88345, -0.804331, 5, -0.369284
27.49, 119.582, 2.83792, -0.811923, 5, -0.356347
27.5, 119.625, 2.79171, -0.819223, 5, -0.34354
27.51, 119.669, 2.74483, -0.826234, 5, -0.330867
27.52, 119.712, 2.6973, -0.832964, 5, -0.318334
27.53, 119.756, 2.64914, -0.839418, 5, -0.305942
27.54, 119.799, 2.60036, -0.8456, 5, -0.293693
27.55, 119.843, 2.55099, -0.851517, 5, -0.281588
27.56, 119.886, 2.50103, -0.857173, 5, -0.269628
27.57, 119.93, 2.45052, -0.862573, 5, -0.257811
27.58, 119.973, 2.39946, -0.867722, 5, -0.246137
27.59, 120.017, 2.34787, -0.872624, 5, -0.234602
27.6, 120.06, 2.29579, -0.877283, 5, -0.223205
27.61, 120.104, 2.24322, -0.881704, 5, -0.211941
27.62, 120.147, 2.19019, -0.885891, 5, -0.200808
27.63, 120.191, 2.13671, -0.889848, 5, -0.189801
27.64, 120.234, 2.08282, -0.893577, 5, -0.178915
27.65, 120.278, 2.02852, -0.897083, 5, -0.168144
27.66, 120.321, 1.97385, -0.900368, 5, -0.157485
27.67, 120.365, 1.91881, -0.903436, 5, -0.14693
27.68, 120.408, 1.86344, -0.906289, 5, -0.136474
27.69, 120.452, 1.80776, -0.90893, 5, -0.126111
27.7, 120.495, 1.75178, -0.911361, 5, -0.115834
27.71, 120.539, 1.69554, -0.913584, 5, -0.105636
27.72, 120.582, 1.63904, -0.915603, 5, -0.0955108
27.73, 120.626, 1.58233, -0.917417, 5, -0.0854511
27.74, 120.669, 1.52541, -0.91903, 5, -0.0754499
27.75, 120.713, 1.46831, -0.920441, 5, -0.0654998
27.76, 120.756, 1.41106, -0.921654, 5, -0.0555934
27.77, 120.8, 1.35367, -0.922668, 5, -0.0457233
27.78, 120.843, 1.29618, -0.923484, 5, -0.0358819
27.79, 120.887, 1.2386, -0.924104, 5, -0.0260617
27.8, 120.93, 1.18095, -0.924527, 5, -0.0162549
27.81, 120.974, 1.12327, -0.924754, 5, -0.00645385
27.82, 121.017, 1.06557, -0.924785, 5, 0.00334927
27.83, 121.061, 1.00788, -0.92462, 5, 0.0131622
27.84, 121.104, 0.950225, -0.924258, 5, 0.0229928
27.85, 121.148, 0.892622, -0.9237, 5, 0.0328489
27.86, 121.191, 0.835098, -0.922944, 5, 0.0427384
27.87, 121.235, 0.777675, -0.921989, 5, 0.0526689
27.88, 121.278, 0.720379, -0.920835, 5, 0.0626485
27.89, 121.322, 0.663231, -0.919479, 5, 0.0726848
27.9, 121.365, 0.606256, -0.917922, 5, 0.0827857
27.91, 121.409, 0.549476, -0.91616, 5, 0.0929588
27.92, 121.452, 0.492915, -0.914192, 5, 0.103212
27.93, 121.496, 0.436596, -0.912016, 5, 0.113552
27.94, 121.539, 0.380542, -0.909629, 5, 0.123987
27.95, 121.583, 0.324775, -0.90703, 5, 0.134525
27.96, 121.626, 0.269319, -0.904215, 5, 0.145171
27.97, 121.67, 0.214195, -0.901181, 5, 0.155935
27.98, 121.713, 0.159426, -0.897925, 5, 0.166821
27.99, 121.757, 0.105035, -0.894444, 5, 0.177837
28, 121.8, 0.0510419, -0.890734, 5, 0.18899
28.01, 121.844, -0.00252987, -0.886792, 5, 0.200284
28.02, 121.887, -0.0556594, -0.882613, 5, 0.211726
28.03, 121.931, -0.108325, -0.878193, 5, 0.223322
28.04, 121.974, -0.160507, -0.873527, 5, 0.235075
28.05, 122.018, -0.212183, -0.868611, 5, 0.24699
28.06, 122.061, -0.263333, -0.86344, 5, 0.259072
28.07, 122.105, -0.313937, -0.858008, 5, 0.271323
28.08, 122.148, -0.363976, -0.852311, 5, 0.283745
28.09, 122.192, -0.413428, -0.846342, 5, 0.296342
28.1, 122.235, -0.462277, -0.840095, 5, 0.309112
28.11, 122.279, -0.510501, -0.833566, 5, 0.322058
28.12, 122.322, -0.558083, -0.826746, 5, 0.335176
28.13, 122.366, -0.605004, -0.819631, 5, 0.348467
28.14, 122.409, -0.651247, -0.812212, 5, 0.361926
28.15, 122.453, -0.696794, -0.804484, 5, 0.37555
28.16, 122.496, -0.741627, -0.796439, 5, 0.389332
28.17, 122.54, -0.785731, -0.788071, 5, 0.403267
28.18, 122.583, -0.829088, -0.779371, 5, 0.417345
28.19, 122.627, -0.871683, -0.770333, 5, 0.431557
28.2, 122.67, -0.9135, -0.760948, 5, 0.445891
28.21, 122.714, -0.954525, -0.75121, 5, 0.460335
28.22, 122.757, -0.994741, -0.741111, 5, 0.474874
28.23, 122.801, -1.03414, -0.730643, 5, 0.489492
28.24, 122.844, -1.0727, -0.719799, 5, 0.50417
28.25, 122.888, -1.11041, -0.708572, 5, 0.51889
28.26, 122.931, -1.14725, -0.696953, 5, 0.53363
28.27, 122.975, -1.18323, -0.684937, 5, 0.548368
28.28, 123.018, -1.21832, -0.672517, 5, 0.563078
28.29, 123.062, -1.25251, -0.659685, 5, 0.577735
28.3, 123.105, -1.28579, -0.646437, 5, 0.592311
28.31, 123.149, -1.31815, -0.632767, 5, 0.606779
28.32, 123.192, -1.34959, -0.61867, 5, 0.621108
28.33, 123.236, -1.38009, -0.604143, 5, 0.635267
28.34, 123.279, -1.40964, -0.589181, 5, 0.649226
28.35, 123.323, -1.43823, -0.573783, 5, 0.66295
28.36, 123.366, -1.46587, -0.557947, 5, 0.676408
28.37, 123.41, -1.49253, -0.541673, 5, 0.689567
28.38, 123.453, -1.51821, -0.524963, 5, 0.702393
28.39, 123.497, -1.54291, -0.507819, 5, 0.714852
28.4, 123.54, -1.56663, -0.490245, 5, 0.726912
28.41, 123.584, -1.58934, -0.472246, 5, 0.73854
28.42, 123.627, -1.61106, -0.453831, 5, 0.749704
28.43, 123.671, -1.63178, -0.435008, 5, 0.760373
28.44, 123.714, -1.65149, -0.415789, 5, 0.770516
28.45, 123.758, -1.67019, -0.396186, 5, 0.780105
28.46, 123.801, -1.68788, -0.376215, 5, 0.789111
28.47, 123.845, -1.70456, -0.355894, 5, 0.797508
28.48, 123.888, -1.72022, -0.335241, 5, 0.805271
28.49, 123.932, -1.73487, -0.314279, 5, 0.812376
28.5, 123.975, -1.7485, -0.293031, 5, 0.818802
28.51, 124.019, -1.76112, -0.271522, 5, 0.824527
28.52, 124.062, -1.77272, -0.249781, 5, 0.829535
28.53, 124.106, -1.78331, -0.227836, 5, 0.833807
28.54, 124.149, -1.79289, -0.205718, 5, 0.83733
28.55, 124.193, -1.80147, -0.183461, 5, 0.84009
28.56, 124.236, -1.80904, -0.161096, 5, 0.842077
28.57, 124.28, -1.81561, -0.13866, 5, 0.84328
28.58, 124.323, -1.82118, -0.116187, 5, 0.843694
28.59, 124.367, -1.82576, -0.0937138, 5, 0.843312
28.6, 124.41, -1.82936, -0.0712756, 5, 0.842131
28.61, 124.454, -1.83198, -0.0489087, 5, 0.84015
28.62, 124.497, -1.83362, -0.0266487, 5, 0.837368
28.63, 124.541, -1.8343, -0.00453059, 5, 0.833788
28.64, 124.584, -1.83402, 0.0174115, 5, 0.829415
28.65, 124.628, -1.83279, 0.0391446, 5, 0.824253
28.66, 124.671, -1.83061, 0.060637, 5, 0.818312
28.67, 124.715, -1.82751, 0.0818586, 5, 0.811601
28.68, 124.758, -1.82348, 0.102781, 5, 0.804131
28.69, 124.802, -1.81854, 0.123377, 5, 0.795917
28.7, 124.845, -1.81269, 0.143624, 5, 0.786973
28.71, 124.889, -1.80596, 0.163496, 5, 0.777316
28.72, 124.932, -1.79835, 0.182976, 5, 0.766965
28.73, 124.976, -1.78987, 0.202042, 5, 0.755941
28.74, 125.019, -1.78053, 0.220681, 5, 0.744265
28.75, 125.063, -1.77035, 0.238876, 5, 0.731962
28.76, 125.106, -1.75935, 0.256615, 5, 0.719056
28.77, 125.15, -1.74753, 0.273888, 5, 0.705573
28.78, 125.193, -1.73491, 0.290687, 5, 0.691541
28.79, 125.237, -1.72151, 0.307004, 5, 0.676987
28.8, 125.28, -1.70733, 0.322833, 5, 0.661942
28.81, 125.324, -1.69241, 0.338171, 5, 0.646434
28.82, 125.367, -1.67674, 0.353016, 5, 0.630495
28.83, 125.411, -1.66036, 0.367366, 5, 0.614155
28.84, 125.454, -1.64327, 0.381221, 5, 0.597445
28.85, 125.498, -1.62549, 0.394582, 5, 0.580395
28.86, 125.541, -1.60704, 0.407451, 5, 0.563035
28.87, 125.585, -1.58795, 0.419831, 5, 0.545397
28.88, 125.628, -1.56822, 0.431724, 5, 0.527508
28.89, 125.672, -1.54787, 0.443135, 5, 0.509398
28.9, 125.715, -1.52693, 0.454068, 5, 0.491094
28.91, 125.759, -1.50542, 0.464528, 5, 0.472622
28.92, 125.802, -1.48334, 0.474521, 5, 0.454008
28.93, 125.846, -1.46073, 0.484051, 5, 0.435275
28.94, 125.889, -1.43761, 0.493124, 5, 0.416445
28.95, 125.933, -1.41399, 0.501745, 5, 0.397539
28.96, 125.976, -1.38989, 0.509921, 5, 0.378576
28.97, 126.02, -1.36534, 0.517658, 5, 0.359574
28.98, 126.063, -1.34035, 0.52496, 5, 0.340548
28.99, 126.107, -1.31496, 0.531834, 5, 0.321512
29, 126.15, -1.28917, 0.538284, 5, 0.302478
29.01, 126.194, -1.26302, 0.544317, 5, 0.283458
29.02, 126.237, -1.23652, 0.549938, 5, 0.26446
29.03, 126.281, -1.20969, 0.555151, 5, 0.245493
29.04, 126.324, -1.18256, 0.559961, 5, 0.226562
29.05, 126.368, -1.15516, 0.564373, 5, 0.207672
29.06, 126.411, -1.1275, 0.568391, 5, 0.188827
29.07, 126.455, -1.0996, 0.572019, 5, 0.170029
29.08, 126.498, -1.07149, 0.57526, 5, 0.151279
29.09, 126.542, -1.0432, 0.578118, 5, 0.132578
29.1, 126.585, -1.01473, 0.580595, 5, 0.113925
29.11, 126.629, -0.986129, 0.582695, 5, 0.0953189
29.12, 126.672, -0.957406, 0.58442, 5, 0.0767569
29.13, 126.716, -0.928586, 0.585772, 5, 0.0582368
29.14, 126.759, -0.899693, 0.586753, 5, 0.0397554
29.15, 126.803, -0.870751, 0.587364, 5, 0.0213094
29.16, 126.846, -0.841781, 0.587606, 5, 0.00289505
29.17, 126.89, -0.812808, 0.58748, 5, -0.0154913
29.18, 126.933, -0.783854, 0.586986, 5, -0.0338535
29.19, 126.977, -0.754943, 0.586125, 5, -0.0521951
29.2, 127.02, -0.726098, 0.584896, 5, -0.0705196
29.21, 127.064, -0.697341, 0.583299, 5, -0.0888302
29.22, 127.107, -0.668695, 0.581333, 5, -0.10713
29.23, 127.151, -0.640183, 0.578997, 5, -0.12542
29.24, 127.194, -0.611827, 0.57629, 5, -0.143703
29.25, 127.238, -0.583651, 0.573209, 5, -0.161979
29.26, 127.281, -0.555676, 0.569753, 5, -0.180249
29.27, 127.325, -0.527924, 0.565919, 5, -0.198511
29.28, 127.368, -0.500418, 0.561705, 5, -0.216765
29.29, 127.412, -0.47318, 0.557109, 5, -0.235006
29.3, 127.455, -0.446231, 0.552127, 5, -0.253231
29.31, 127.499, -0.419592, 0.546756, 5, -0.271436
29.32, 127.542, -0.393285, 0.540994, 5, -0.289612
29.33, 127.586, -0.367331, 0.534836, 5, -0.307754
29.34, 127.629, -0.34175, 0.528278, 5, -0.325851
29.35, 127.673, -0.316564, 0.521319, 5, -0.343893
29.36, 127.716, -0.291792, 0.513952, 5, -0.361868
29.37, 127.76, -0.267454, 0.506176, 5, -0.379764
29.38, 127.803, -0.24357, 0.497985, 5, -0.397564
29.39, 127.847, -0.220159, 0.489378, 5, -0.415255
29.4, 127.89, -0.197241, 0.480349, 5, -0.432817
29.41, 127.934, -0.174834, 0.470895, 5, -0.450232
29.42, 127.977, -0.152956, 0.461014, 5, -0.467481
29.43, 128.021, -0.131626, 0.450702, 5, -0.484543
29.44, 128.064, -0.110861, 0.439957, 5, -0.501394
29.45, 128.108, -0.090678, 0.428777, 5, -0.518014
29.46, 128.151, -0.0710949, 0.41716, 5, -0.534376
29.47, 128.195, -0.0521277, 0.405104, 5, -0.550458
29.48, 128.238, -0.0337926, 0.39261, 5, -0.566234
29.49, 128.282, -0.0161053, 0.379678, 5, -0.581678
29.5, 128.325, 0.00091876, 0.366308, 5, -0.596765
29.51, 128.369, 0.0172648, 0.352503, 5, -0.611468
29.52, 128.412, 0.0329185, 0.338265, 5, -0.625762
29.53, 128.456, 0.0478656, 0.323598, 5, -0.639621
29.54, 128.499, 0.0620927, 0.308508, 5, -0.65302
29.55, 128.543, 0.0755868, 0.293001, 5, -0.665934
29.56, 128.586, 0.0883352, 0.277085, 5, -0.678338
29.57, 128.63, 0.100326, 0.260768, 5, -0.690208
29.58, 128.673, 0.111547, 0.244061, 5, -0.701524
29.59, 128.717, 0.121987, 0.226976, 5, -0.712261
29.6, 128.76, 0.131637, 0.209527, 5, -0.722401
29.61, 128.804, 0.140484, 0.191729, 5, -0.731922
29.62, 128.847, 0.148521, 0.173598, 5, -0.740808
29.63, 128.891, 0.155738, 0.155152, 5, -0.749042
29.64, 128.934, 0.162126, 0.136412, 5, -0.756606
29.65, 128.978, 0.167677, 0.117399, 5, -0.763488
29.66, 129.021, 0.172385, 0.0981355, 5, -0.769675
29.67, 129.065, 0.176241, 0.0786458, 5, -0.775156
29.68, 129.108, 0.179239, 0.0589553, 5, -0.779921
29.69, 129.152, 0.181374, 0.0390906, 5, -0.783961
29.7, 129.195, 0.18264, 0.0190794, 5, -0.787271
29.71, 129.239, 0.183032, -0.00104988, 5, -0.789846
29.72, 129.282, 0.182547, -0.0212681, 5, -0.791681
29.73, 129.326, 0.181181, -0.0415457, 5, -0.792775
29.74, 129.369, 0.17893, -0.0618527, 5, -0.793129
29.75, 129.413, 0.175792, -0.082159, 5, -0.792743
29.76, 129.456, 0.171765, -0.102435, 5, -0.79162
29.77, 129.5, 0.166848, -0.12265, 5, -0.789765
29.78, 129.543, 0.161041, -0.142776, 5, -0.787185
29.79, 129.587, 0.154342, -0.162784, 5, -0.783886
29.8, 129.63, 0.146752, -0.182646, 5, -0.779878
29.81, 129.674, 0.138273, -0.202336, 5, -0.775173
29.82, 129.717, 0.128905, -0.221828, 5, -0.769782
29.83, 129.761, 0.118652, -0.241098, 5, -0.763719
29.84, 129.804, 0.107515, -0.260123, 5, -0.757
29.85, 129.848, 0.0954976, -0.278881, 5, -0.749642
29.86, 129.891, 0.0826043, -0.297354, 5, -0.741662
29.87, 129.935, 0.068839, -0.315521, 5, -0.73308
29.88, 129.978, 0.054207, -0.333367, 5, -0.723917
29.89, 130.022, 0.0387136, -0.350877, 5, -0.714195
29.9, 130.065, 0.0223651, -0.368037, 5, -0.703937
29.91, 130.109, 0.00516813, -0.384835, 5, -0.693166
29.92, 130.152, -0.01287, -0.401261, 5, -0.681908
29.93, 130.196, -0.0317416, -0.417305, 5, -0.670187
29.94, 130.239, -0.0514381, -0.432961, 5, -0.658031
29.95, 130.283, -0.0719507, -0.448222, 5, -0.645466
29.96, 130.326, -0.09327, -0.463083, 5, -0.632519
29.97, 130.37, -0.115386, -0.47754, 5, -0.619217
29.98, 130.413, -0.138288, -0.491591, 5, -0.605588
29.99, 130.457, -0.161965, -0.505234, 5, -0.591657
30, 130.5, -0.186405, -0.518469, 5, -0.577453
30.01, 130.544, -0.211597, -0.531296, 5, -0.563002
30.02, 130.587, -0.237527, -0.543715, 5, -0.548329
30.03, 130.631, -0.264183, -0.555729, 5, -0.533459
30.04, 130.674, -0.291551, -0.567339, 5, -0.518418
30.05, 130.718, -0.319617, -0.578548, 5, -0.503228
30.06, 130.761, -0.348365, -0.58936, 5, -0.487911
30.07, 130.805, -0.377782, -0.599778, 5, -0.472489
30.08, 130.848, -0.407852, -0.609806, 5, -0.456981
30.09, 130.892, -0.438558, -0.619447, 5, -0.441407
30.1, 130.935, -0.469884, -0.628707, 5, -0.425782
30.11, 130.979, -0.501813, -0.63759, 5, -0.410124
30.12, 131.022, -0.534328, -0.6461, 5, -0.394446
30.13, 131.066, -0.567411, -0.654242, 5, -0.378761
30.14, 131.109, -0.601043, -0.66202, 5, -0.363081
30.15, 131.153, -0.635208, -0.66944, 5, -0.347416
30.16, 131.196, -0.669884, -0.676506, 5, -0.331774
30.17, 131.24, -0.705053, -0.683222, 5, -0.316162
30.18, 131.283, -0.740696, -0.689593, 5, -0.300585
30.19, 131.327, -0.776791, -0.695623, 5, -0.285049
30.2, 131.37, -0.813319, -0.701315, 5, -0.269557
30.21, 131.414, -0.850259, -0.706675, 5, -0.25411
30.22, 131.457, -0.88759, -0.711706, 5, -0.238708
30.23, 131.501, -0.925289, -0.71641, 5, -0.223352
30.24, 131.544, -0.963336, -0.720792, 5, -0.20804
30.25, 131.588, -1.00171, -0.724855, 5, -0.192769
30.26, 131.631, -1.04038, -0.728601, 5, -0.177536
30.27, 131.675, -1.07934, -0.732033, 5, -0.162335
30.28, 131.718, -1.11855, -0.735153, 5, -0.147163
30.29, 131.762, -1.158, -0.737963, 5, -0.132013
30.3, 131.805, -1.19766, -0.740465, 5, -0.116878
30.31, 131.849, -1.23751, -0.74266, 5, -0.101751
30.32, 131.892, -1.27752, -0.744549, 5, -0.0866241
30.33, 131.936, -1.31767, -0.746134, 5, -0.0714883
30.34, 131.979, -1.35793, -0.747414, 5, -0.0563349
30.35, 132.023, -1.39829, -0.748389, 5, -0.0411544
30.36, 132.066, -1.43871, -0.749061, 5, -0.025937
30.37, 132.11, -1.47918, -0.749427, 5, -0.0106728
30.38, 132.153, -1.51966, -0.749487, 5, 0.00464861
30.39, 132.197, -1.56013, -0.74924, 5, 0.0200378
30.4, 132.24, -1.60058, -0.748685, 5, 0.0355053
30.41, 132.284, -1.64096, -0.747819, 5, 0.0510618
30.42, 132.327, -1.68126, -0.74664, 5, 0.0667181
30.43, 132.371, -1.72146, -0.745145, 5, 0.0824846
30.44, 132.414, -1.76152, -0.743332, 5, 0.098372
30.45, 132.458, -1.80142, -0.741196, 5, 0.11439
30.46, 132.501, -1.84114, -0.738735, 5, 0.130549
30.47, 132.545, -1.88065, -0.735943, 5, 0.146859
30.48, 132.588, -1.91992, -0.732816, 5, 0.163328
30.49, 132.632, -1.95894, -0.729349, 5, 0.179964
30.5, 132.675, -1.99767, -0.725537, 5, 0.196776
30.51, 132.719, -2.03609, -0.721373, 5, 0.213769
30.52, 132.762, -2.07418, -0.716851, 5, 0.230951
30.53, 132.806, -2.11191, -0.711965, 5, 0.248324
30.54, 132.849, -2.14925, -0.706707, 5, 0.265894
30.55, 132.893, -2.18618, -0.701069, 5, 0.283662
30.56, 132.936, -2.22268, -0.695043, 5, 0.301629
30.57, 132.98, -2.25872, -0.688621, 5, 0.319793
30.58, 133.023, -2.29427, -0.681793, 5, 0.338151
30.59, 133.067, -2.32932, -0.674551, 5, 0.356699
30.6, 133.11, -2.36384, -0.666884, 5, 0.37543
30.61, 133.154, -2.3978, -0.658783, 5, 0.394334
30.62, 133.197, -2.43118, -0.650236, 5, 0.4134
30.63, 133.241, -2.46396, -0.641232, 5, 0.432612
30.64, 133.284, -2.49612, -0.63176, 5, 0.451956
30.65, 133.328, -2.52762, -0.621809, 5, 0.471411
30.66, 133.371, -2.55846, -0.611367, 5, 0.490954
30.67, 133.415, -2.5886, -0.600421, 5, 0.510562
30.68, 133.458, -2.61802, -0.588959, 5, 0.530207
30.69, 133.502, -2.64671, -0.576969, 5, 0.549858
30.7, 133.545, -2.67464, -0.564438, 5, 0.569483
30.71, 133.589, -2.70179, -0.551355, 5, 0.589047
30.72, 133.632, -2.72813, -0.537707, 5, 0.608511
30.73, 133.676, -2.75366, -0.523483, 5, 0.627837
30.74, 133.719, -2.77834, -0.508671, 5, 0.646984
30.75, 133.763, -2.80217, -0.493261, 5, 0.665907
30.76, 133.806, -2.82511, -0.477244, 5, 0.684563
30.77, 133.85, -2.84715, -0.460609, 5, 0.702908
30.78, 133.893, -2.86827, -0.44335, 5, 0.720894
30.79, 133.937, -2.88846, -0.425461, 5, 0.738476
30.8, 133.98, -2.90769, -0.406937, 5, 0.755609
30.81, 134.024, -2.92595, -0.387776, 5, 0.772246
30.82, 134.067, -2.94322, -0.367976, 5, 0.788344
30.83, 134.111, -2.95948, -0.34754, 5, 0.803857
30.84, 134.154, -2.97473, -0.326473, 5, 0.818745
30.85, 134.198, -2.98894, -0.304783, 5, 0.832966
30.86, 134.241, -3.00209, -0.282479, 5, 0.846482
30.87, 134.285, -3.01418, -0.259576, 5, 0.859257
30.88, 134.328, -3.02519, -0.236093, 5, 0.871255
30.89, 134.372, -3.03511, -0.21205, 5, 0.882445
30.9, 134.415, -3.04392, -0.187474, 5, 0.892797
30.91, 134.459, -3.05161, -0.162393, 5, 0.902286
30.92, 134.502, -3.05817, -0.136842, 5, 0.910886
30.93, 134.546, -3.06359, -0.110858, 5, 0.918576
