time, x_ref, y_ref, heading_ref, v_ref, steering_ref
11.03, 47.9805, 9.35864, -0.150718, 5, -0.894611
11.04, 48.024, 9.35148, -0.175648, 5, -0.89462
11.05, 48.0675, 9.3432, -0.200556, 5, -0.893744
11.06, 48.111, 9.33379, -0.225397, 5, -0.89199
11.07, 48.1545, 9.32325, -0.250127, 5, -0.889369
11.08, 48.198, 9.31156, -0.274703, 5, -0.885893
11.09, 48.2415, 9.29873, -0.299085, 5, -0.881577
11.1, 48.285, 9.28473, -0.323233, 5, -0.876437
11.11, 48.3285, 9.26958, -0.34711, 5, -0.870494
11.12, 48.372, 9.25326, -0.370682, 5, -0.863767
11.13, 48.4155, 9.23577, -0.393918, 5, -0.856282
11.14, 48.459, 9.2171, -0.416787, 5, -0.848063
11.15, 48.5025, 9.19725, -0.439265, 5, -0.839139
11.16, 48.546, 9.17622, -0.461328, 5, -0.829539
11.17, 48.5895, 9.154, -0.482956, 5, -0.819296
11.18, 48.633, 9.1306, -0.504131, 5, -0.808442
11.19, 48.6765, 9.106, -0.524839, 5, -0.797013
11.2, 48.72, 9.08022, -0.545068, 5, -0.785045
11.21, 48.7635, 9.05325, -0.564808, 5, -0.772576
11.22, 48.807, 9.02509, -0.584053, 5, -0.759645
11.23, 48.8505, 8.99575, -0.602798, 5, -0.74629
11.24, 48.894, 8.96522, -0.62104, 5, -0.732553
11.25, 48.9375, 8.9335, -0.638779, 5, -0.718474
11.26, 48.981, 8.90061, -0.656015, 5, -0.704092
11.27, 49.0245, 8.86654, -0.672752, 5, -0.689449
11.28, 49.068, 8.83129, -0.688993, 5, -0.674583
11.29, 49.1115, 8.79488, -0.704744, 5, -0.659535
11.3, 49.155, 8.75731, -0.72001, 5, -0.644341
11.31, 49.1985, 8.71858, -0.734799, 5, -0.629038
11.32, 49.242, 8.6787, -0.749118, 5, -0.613663
11.33, 49.2855, 8.63767, -0.762977, 5, -0.598248
11.34, 49.329, 8.59551, -0.776384, 5, -0.582826
11.35, 49.3725, 8.55223, -0.789349, 5, -0.567427
11.36, 49.416, 8.50783, -0.801881, 5, -0.55208
11.37, 49.4595, 8.46232, -0.813991, 5, -0.536809
11.38, 49.503, 8.41571, -0.825689, 5, -0.521641
11.39, 49.5465, 8.36801, -0.836984, 5, -0.506595
11.4, 49.59, 8.31924, -0.847888, 5, -0.491693
11.41, 49.6335, 8.2694, -0.85841, 5, -0.476952
11.42, 49.677, 8.21851, -0.868561, 5, -0.462388
11.43, 49.7205, 8.16658, -0.878351, 5, -0.448015
11.44, 49.764, 8.11363, -0.887789, 5, -0.433843
11.45, 49.8075, 8.05966, -0.896885, 5, -0.419884
11.46, 49.851, 8.0047, -0.905649, 5, -0.406145
11.47, 49.8945, 7.94875, -0.91409, 5, -0.392633
11.48, 49.938, 7.89184, -0.922218, 5, -0.379352
11.49, 49.9815, 7.83398, -0.93004, 5, -0.366307
11.5, 50.025, 7.77518, -0.937565, 5, -0.353498
11.51, 50.0685, 7.71547, -0.944802, 5, -0.340929
11.52, 50.112, 7.65485, -0.951759, 5, -0.328597
11.53, 50.1555, 7.59336, -0.958443, 5, -0.316502
11.54, 50.199, 7.531, -0.964862, 5, -0.304642
11.55, 50.2425, 7.4678, -0.971023, 5, -0.293014
11.56, 50.286, 7.40378, -0.976932, 5, -0.281614
11.57, 50.3295, 7.33895, -0.982597, 5, -0.270438
11.58, 50.373, 7.27334, -0.988023, 5, -0.25948
11.59, 50.4165, 7.20697, -0.993218, 5, -0.248736
11.6, 50.46, 7.13985, -0.998185, 5, -0.2382
11.61, 50.5035, 7.07202, -1.00293, 5, -0.227865
11.62, 50.547, 7.00349, -1.00746, 5, -0.217725
11.63, 50.5905, 6.93428, -1.01178, 5, -0.207772
11.64, 50.634, 6.86443, -1.0159, 5, -0.198001
11.65, 50.6775, 6.79394, -1.01981, 5, -0.188403
11.66, 50.721, 6.72285, -1.02352, 5, -0.178971
11.67, 50.7645, 6.65117, -1.02705, 5, -0.169698
11.68, 50.808, 6.57894, -1.03038, 5, -0.160575
11.69, 50.8515, 6.50618, -1.03353, 5, -0.151596
11.7, 50.895, 6.43291, -1.03649, 5, -0.142752
11.71, 50.9385, 6.35916, -1.03928, 5, -0.134035
11.72, 50.982, 6.28495, -1.04189, 5, -0.125439
11.73, 51.0255, 6.21031, -1.04432, 5, -0.116954
11.74, 51.069, 6.13527, -1.04659, 5, -0.108572
11.75, 51.1125, 6.05984, -1.04868, 5, -0.100287
11.76, 51.156, 5.98407, -1.05061, 5, -0.09209
11.77, 51.1995, 5.90797, -1.05238, 5, -0.0839729
11.78, 51.243, 5.83157, -1.05398, 5, -0.0759281
11.79, 51.2865, 5.7549, -1.05542, 5, -0.0679477
11.8, 51.33, 5.67799, -1.0567, 5, -0.0600237
11.81, 51.3735, 5.60086, -1.05783, 5, -0.0521483
11.82, 51.417, 5.52354, -1.05879, 5, -0.0443136
11.83, 51.4605, 5.44606, -1.0596, 5, -0.0365117
11.84, 51.504, 5.36845, -1.06025, 5, -0.0287347
11.85, 51.5475, 5.29074, -1.06075, 5, -0.0209746
11.86, 51.591, 5.21294, -1.06109, 5, -0.0132235
11.87, 51.6345, 5.1351, -1.06128, 5, -0.00547335
11.88, 51.678, 5.05724, -1.06131, 5, 0.0022838
11.89, 51.7215, 4.97939, -1.06119, 5, 0.010056
11.9, 51.765, 4.90157, -1.06091, 5, 0.0178515
11.91, 51.8085, 4.82382, -1.06047, 5, 0.0256784
11.92, 51.852, 4.74617, -1.05988, 5, 0.0335451
11.93, 51.8955, 4.66863, -1.05913, 5, 0.0414597
11.94, 51.939, 4.59125, -1.05822, 5, 0.0494308
11.95, 51.9825, 4.51404, -1.05715, 5, 0.0574669
11.96, 52.026, 4.43704, -1.05592, 5, 0.0655766
11.97, 52.0695, 4.36028, -1.05452, 5, 0.0737685
11.98, 52.113, 4.28378, -1.05296, 5, 0.0820517
11.99, 52.1565, 4.20758, -1.05123, 5, 0.0904349
12, 52.2, 4.13169, -1.04933, 5, 0.0989273
12.01, 52.2435, 4.05615, -1.04726, 5, 0.107538
12.02, 52.287, 3.98099, -1.04501, 5, 0.116277
12.03, 52.3305, 3.90623, -1.04259, 5, 0.125152
12.04, 52.374, 3.8319, -1.03998, 5, 0.134174
12.05, 52.4175, 3.75803, -1.03719, 5, 0.143353
12.06, 52.461, 3.68464, -1.03421, 5, 0.152697
12.07, 52.5045, 3.61177, -1.03103, 5, 0.162218
12.08, 52.548, 3.53944, -1.02766, 5, 0.171925
12.09, 52.5915, 3.46767, -1.02408, 5, 0.181827
12.1, 52.635, 3.39649, -1.0203, 5, 0.191936
12.11, 52.6785, 3.32594, -1.01631, 5, 0.20226
12.12, 52.722, 3.25602, -1.0121, 5, 0.212811
12.13, 52.7655, 3.18677, -1.00766, 5, 0.223598
12.14, 52.809, 3.11822, -1.003, 5, 0.234631
12.15, 52.8525, 3.05039, -0.9981, 5, 0.24592
12.16, 52.896, 2.9833, -0.992957, 5, 0.257474
12.17, 52.9395, 2.91698, -0.987564, 5, 0.269302
12.18, 52.983, 2.85145, -0.981914, 5, 0.281415
12.19, 53.0265, 2.78674, -0.975998, 5, 0.293819
12.2, 53.07, 2.72286, -0.969808, 5, 0.306523
12.21, 53.1135, 2.65985, -0.963335, 5, 0.319535
12.22, 53.157, 2.59771, -0.95657, 5, 0.33286
12.23, 53.2005, 2.53649, -0.949503, 5, 0.346504
12.24, 53.244, 2.47619, -0.942124, 5, 0.360473
12.25, 53.2875, 2.41684, -0.934422, 5, 0.374768
12.26, 53.331, 2.35846, -0.926386, 5, 0.389393
12.27, 53.3745, 2.30107, -0.918004, 5, 0.404347
12.28, 53.418, 2.24468, -0.909264, 5, 0.41963
12.29, 53.4615, 2.18933, -0.900154, 5, 0.435237
12.3, 53.505, 2.13502, -0.890661, 5, 0.451165
12.31, 53.5485, 2.08178, -0.88077, 5, 0.467406
12.32, 53.592, 2.02962, -0.870468, 5, 0.483948
12.33, 53.6355, 1.97856, -0.85974, 5, 0.500781
12.34, 53.679, 1.92862, -0.84857, 5, 0.517887
12.35, 53.7225, 1.87982, -0.836944, 5, 0.53525
12.36, 53.766, 1.83216, -0.824845, 5, 0.552847
12.37, 53.8095, 1.78567, -0.812257, 5, 0.570653
12.38, 53.853, 1.74036, -0.799164, 5, 0.588641
12.39, 53.8965, 1.69625, -0.785548, 5, 0.606779
12.4, 53.94, 1.65334, -0.771393, 5, 0.625033
12.41, 53.9835, 1.61166, -0.756681, 5, 0.643365
12.42, 54.027, 1.57121, -0.741396, 5, 0.661734
12.43, 54.0705, 1.532, -0.72552, 5, 0.680096
12.44, 54.114, 1.49405, -0.709037, 5, 0.698404
12.45, 54.1575, 1.45737, -0.691932, 5, 0.716611
12.46, 54.201, 1.42197, -0.674189, 5, 0.734664
12.47, 54.2445, 1.38785, -0.655794, 5, 0.752511
12.48, 54.288, 1.35503, -0.636733, 5, 0.770098
12.49, 54.3315, 1.32352, -0.616996, 5, 0.78737
12.5, 54.375, 1.29332, -0.596572, 5, 0.804271
12.51, 54.4185, 1.26444, -0.575454, 5, 0.820746
12.52, 54.462, 1.23688, -0.553638, 5, 0.836739
12.53, 54.5055, 1.21066, -0.531121, 5, 0.852197
12.54, 54.549, 1.18578, -0.507903, 5, 0.867065
12.55, 54.5925, 1.16224, -0.483991, 5, 0.881293
12.56, 54.636, 1.14005, -0.459393, 5, 0.894831
12.57, 54.6795, 1.1192, -0.434122, 5, 0.907631
12.58, 54.723, 1.09971, -0.408196, 5, 0.919651
12.59, 54.7665, 1.08158, -0.381638, 5, 0.930846
12.6, 54.81, 1.0648, -0.354476, 5, 0.94118
12.61, 54.8535, 1.04938, -0.326745, 5, 0.950615
12.62, 54.897, 1.03531, -0.298482, 5, 0.95912
12.63, 54.9405, 1.02261, -0.269733, 5, 0.966665
12.64, 54.984, 1.01126, -0.240547, 5, 0.973224
12.65, 55.0275, 1.00127, -0.210978, 5, 0.978774
12.66, 55.071, 0.992628, -0.181087, 5, 0.983297
12.67, 55.1145, 0.985338, -0.150935, 5, 0.986775
12.68, 55.158, 0.979395, -0.120589, 5, 0.989197
12.69, 55.2015, 0.974794, -0.0901174, 5, 0.990552
12.7, 55.245, 0.971532, -0.0595918, 5, 0.990834
12.71, 55.2885, 0.969602, -0.0290832, 5, 0.990041
12.72, 55.332, 0.968999, 0.00133701, 5, 0.988171
12.73, 55.3755, 0.969716, 0.0315984, 5, 0.985229
12.74, 55.419, 0.971746, 0.0616323, 5, 0.981221
12.75, 55.4625, 0.975082, 0.0913729, 5, 0.976156
12.76, 55.506, 0.979715, 0.120758, 5, 0.970048
12.77, 55.5495, 0.985636, 0.149728, 5, 0.962912
12.78, 55.593, 0.992836, 0.178231, 5, 0.954769
12.79, 55.6365, 1.00131, 0.206216, 5, 0.945641
12.8, 55.68, 1.01103, 0.23364, 5, 0.935554
12.81, 55.7235, 1.02201, 0.260465, 5, 0.924538
12.82, 55.767, 1.03422, 0.286658, 5, 0.912625
12.83, 55.8105, 1.04765, 0.312191, 5, 0.899852
12.84, 55.854, 1.06229, 0.337042, 5, 0.886257
12.85, 55.8975, 1.07813, 0.361194, 5, 0.871882
12.86, 55.941, 1.09515, 0.384633, 5, 0.856772
12.87, 55.9845, 1.11334, 0.407352, 5, 0.840973
12.88, 56.028, 1.13269, 0.429345, 5, 0.824536
12.89, 56.0715, 1.15317, 0.450612, 5, 0.807511
12.9, 56.115, 1.17477, 0.471156, 5, 0.789951
12.91, 56.1585, 1.19748, 0.49098, 5, 0.771909
12.92, 56.202, 1.22128, 0.510094, 5, 0.753441
12.93, 56.2455, 1.24615, 0.528506, 5, 0.734601
12.94, 56.289, 1.27207, 0.546227, 5, 0.715444
12.95, 56.3325, 1.29903, 0.563272, 5, 0.696024
12.96, 56.376, 1.32701, 0.579653, 5, 0.676392
12.97, 56.4195, 1.35598, 0.595385, 5, 0.656602
12.98, 56.463, 1.38594, 0.610485, 5, 0.636702
12.99, 56.5065, 1.41685, 0.624968, 5, 0.616739
13, 56.55, 1.44869, 0.63885, 5, 0.596758
13.01, 56.5935, 1.48146, 0.652149, 5, 0.576802
13.02, 56.637, 1.51512, 0.66488, 5, 0.556908
13.03, 56.6805, 1.54966, 0.67706, 5, 0.537112
13.04, 56.724, 1.58504, 0.688706, 5, 0.517447
13.05, 56.7675, 1.62126, 0.699833, 5, 0.497942
13.06, 56.811, 1.65829, 0.710457, 5, 0.478623
13.07, 56.8545, 1.6961, 0.720592, 5, 0.459511
13.08, 56.898, 1.73468, 0.730255, 5, 0.440626
13.09, 56.9415, 1.77399, 0.739459, 5, 0.421985
13.1, 56.985, 1.81402, 0.748218, 5, 0.4036
13.11, 57.0285, 1.85475, 0.756545, 5, 0.385482
13.12, 57.072, 1.89613, 0.764453, 5, 0.367639
13.13, 57.1155, 1.93817, 0.771955, 5, 0.350075
13.14, 57.159, 1.98082, 0.779062, 5, 0.332794
13.15, 57.2025, 2.02406, 0.785784, 5, 0.315796
13.16, 57.246, 2.06788, 0.792134, 5, 0.299081
13.17, 57.2895, 2.11223, 0.798121, 5, 0.282646
13.18, 57.333, 2.15711, 0.803754, 5, 0.266487
13.19, 57.3765, 2.20248, 0.809043, 5, 0.250598
13.2, 57.42, 2.24832, 0.813996, 5, 0.234973
13.21, 57.4635, 2.2946, 0.818621, 5, 0.219603
13.22, 57.507, 2.34129, 0.822927, 5, 0.204481
13.23, 57.5505, 2.38838, 0.826919, 5, 0.189596
13.24, 57.594, 2.43582, 0.830605, 5, 0.17494
13.25, 57.6375, 2.48361, 0.833991, 5, 0.160501
13.26, 57.681, 2.53171, 0.837083, 5, 0.146268
13.27, 57.7245, 2.58009, 0.839885, 5, 0.13223
13.28, 57.768, 2.62874, 0.842404, 5, 0.118376
13.29, 57.8115, 2.67762, 0.844644, 5, 0.104693
13.3, 57.855, 2.7267, 0.846609, 5, 0.09117
13.31, 57.8985, 2.77597, 0.848302, 5, 0.0777949
13.32, 57.942, 2.82539, 0.849728, 5, 0.0645555
13.33, 57.9855, 2.87494, 0.850889, 5, 0.0514399
13.34, 58.029, 2.92459, 0.851788, 5, 0.0384362
13.35, 58.0725, 2.97432, 0.852428, 5, 0.0255325
13.36, 58.116, 3.02411, 0.85281, 5, 0.0127172
13.37, 58.1595, 3.07391, 0.852937, 5, -2.14033e-05
13.38, 58.203, 3.12372, 0.85281, 5, -0.0126946
13.39, 58.2465, 3.1735, 0.85243, 5, -0.0253135
13.4, 58.29, 3.22323, 0.851797, 5, -0.0378891
13.41, 58.3335, 3.27289, 0.850914, 5, -0.050432
13.42, 58.377, 3.32244, 0.849779, 5, -0.0629525
13.43, 58.4205, 3.37187, 0.848392, 5, -0.0754609
13.44, 58.464, 3.42115, 0.846754, 5, -0.0879668
13.45, 58.5075, 3.47025, 0.844864, 5, -0.10048
13.46, 58.551, 3.51916, 0.842721, 5, -0.113008
13.47, 58.5945, 3.56784, 0.840324, 5, -0.125561
13.48, 58.638, 3.61627, 0.837672, 5, -0.138147
13.49, 58.6815, 3.66444, 0.834762, 5, -0.150774
13.5, 58.725, 3.71231, 0.831594, 5, -0.163447
13.51, 58.7685, 3.75986, 0.828165, 5, -0.176175
13.52, 58.812, 3.80708, 0.824472, 5, -0.188964
13.53, 58.8555, 3.85393, 0.820514, 5, -0.201818
13.54, 58.899, 3.90041, 0.816287, 5, -0.214743
13.55, 58.9425, 3.94647, 0.811789, 5, -0.227742
13.56, 58.986, 3.99212, 0.807016, 5, -0.240819
13.57, 59.0295, 4.03731, 0.801964, 5, -0.253978
13.58, 59.073, 4.08204, 0.796631, 5, -0.267218
13.59, 59.1165, 4.12628, 0.791012, 5, -0.280542
13.6, 59.16, 4.17002, 0.785104, 5, -0.293949
13.61, 59.2035, 4.21323, 0.778902, 5, -0.307437
13.62, 59.247, 4.25589, 0.772402, 5, -0.321006
13.63, 59.2905, 4.29799, 0.7656, 5, -0.334651
13.64, 59.334, 4.3395, 0.758492, 5, -0.348369
13.65, 59.3775, 4.38042, 0.751072, 5, -0.362153
13.66, 59.421, 4.42072, 0.743336, 5, -0.375997
13.67, 59.4645, 4.46039, 0.735279, 5, -0.389892
13.68, 59.508, 4.49941, 0.726897, 5, -0.40383
13.69, 59.5515, 4.53776, 0.718185, 5, -0.4178
13.7, 59.595, 4.57543, 0.709138, 5, -0.431789
13.71, 59.6385, 4.6124, 0.699752, 5, -0.445784
13.72, 59.682, 4.64866, 0.690022, 5, -0.459771
13.73, 59.7255, 4.6842, 0.679944, 5, -0.473733
13.74, 59.769, 4.719, 0.669514, 5, -0.487654
13.75, 59.8125, 4.75306, 0.658727, 5, -0.501514
13.76, 59.856, 4.78634, 0.647582, 5, -0.515293
13.77, 59.8995, 4.81886, 0.636073, 5, -0.528971
13.78, 59.943, 4.85059, 0.624199, 5, -0.542526
13.79, 59.9865, 4.88152, 0.611958, 5, -0.555935
13.8, 60.03, 4.91164, 0.599347, 5, -0.569173
13.81, 60.0735, 4.94095, 0.586365, 5, -0.582216
13.82, 60.117, 4.96943, 0.573013, 5, -0.595038
13.83, 60.1605, 4.99708, 0.559291, 5, -0.607614
13.84, 60.204, 5.02389, 0.545199, 5, -0.619917
13.85, 60.2475, 5.04985, 0.53074, 5, -0.63192
13.86, 60.291, 5.07495, 0.515918, 5, -0.643596
13.87, 60.3345, 5.09919, 0.500736, 5, -0.654919
13.88, 60.378, 5.12256, 0.4852, 5, -0.665862
13.89, 60.4215, 5.14506, 0.469317, 5, -0.676398
13.9, 60.465, 5.16668, 0.453094, 5, -0.686501
13.91, 60.5085, 5.18741, 0.436541, 5, -0.696146
13.92, 60.552, 5.20727, 0.419669, 5, -0.705308
13.93, 60.5955, 5.22623, 0.402489, 5, -0.713963
13.94, 60.639, 5.2443, 0.385016, 5, -0.722086
13.95, 60.6825, 5.26149, 0.367264, 5, -0.729657
13.96, 60.726, 5.27777, 0.34925, 5, -0.736653
13.97, 60.7695, 5.29317, 0.330991, 5, -0.743054
13.98, 60.813, 5.30767, 0.312508, 5, -0.748842
13.99, 60.8565, 5.32128, 0.293821, 5, -0.753998
14, 60.9, 5.334, 0.274952, 5, -0.758507
14.01, 60.9435, 5.34582, 0.255925, 5, -0.762353
14.02, 60.987, 5.35676, 0.236763, 5, -0.765522
14.03, 61.0305, 5.36682, 0.217492, 5, -0.768003
14.04, 61.074, 5.37599, 0.19814, 5, -0.769783
14.05, 61.1175, 5.38428, 0.178732, 5, -0.770854
14.06, 61.161, 5.39171, 0.159296, 5, -0.771208
14.07, 61.2045, 5.39826, 0.139861, 5, -0.770837
14.08, 61.248, 5.40396, 0.120454, 5, -0.769738
14.09, 61.2915, 5.4088, 0.101104, 5, -0.767906
14.1, 61.335, 5.41279, 0.0818384, 5, -0.765339
14.11, 61.3785, 5.41593, 0.0626861, 5, -0.762037
14.12, 61.422, 5.41825, 0.043674, 5, -0.758
14.13, 61.4655, 5.41974, 0.0248289, 5, -0.75323
14.14, 61.509, 5.42041, 0.00617659, 5, -0.747732
14.15, 61.5525, 5.42028, -0.0122577, 5, -0.74151
14.16, 61.596, 5.41935, -0.0304501, 5, -0.734571
14.17, 61.6395, 5.41763, -0.0483776, 5, -0.726923
14.18, 61.683, 5.41514, -0.0660187, 5, -0.718576
14.19, 61.7265, 5.41189, -0.0833531, 5, -0.70954
14.2, 61.77, 5.40788, -0.100362, 5, -0.699827
14.21, 61.8135, 5.40313, -0.117027, 5, -0.689452
14.22, 61.857, 5.39765, -0.133333, 5, -0.678428
14.23, 61.9005, 5.39146, -0.149265, 5, -0.666773
14.24, 61.944, 5.38457, -0.16481, 5, -0.654502
14.25, 61.9875, 5.377, -0.179955, 5, -0.641635
14.26, 62.031, 5.36875, -0.19469, 5, -0.628191
14.27, 62.0745, 5.35985, -0.209006, 5, -0.61419
14.28, 62.118, 5.3503, -0.222894, 5, -0.599653
14.29, 62.1615, 5.34013, -0.236349, 5, -0.584601
14.3, 62.205, 5.32936, -0.249363, 5, -0.569058
14.31, 62.2485, 5.31798, -0.261933, 5, -0.553047
14.32, 62.292, 5.30604, -0.274054, 5, -0.53659
14.33, 62.3355, 5.29353, -0.285724, 5, -0.519712
14.34, 62.379, 5.28049, -0.296941, 5, -0.502436
14.35, 62.4225, 5.26692, -0.307703, 5, -0.484785
14.36, 62.466, 5.25284, -0.318009, 5, -0.466784
14.37, 62.5095, 5.23828, -0.32786, 5, -0.448455
14.38, 62.553, 5.22326, -0.337255, 5, -0.429822
14.39, 62.5965, 5.20778, -0.346196, 5, -0.410907
14.4, 62.64, 5.19188, -0.354684, 5, -0.391732
14.41, 62.6835, 5.17557, -0.36272, 5, -0.372318
14.42, 62.727, 5.15887, -0.370306, 5, -0.352685
14.43, 62.7705, 5.1418, -0.377444, 5, -0.332852
14.44, 62.814, 5.12439, -0.384135, 5, -0.312839
14.45, 62.8575, 5.10664, -0.390383, 5, -0.292663
14.46, 62.901, 5.08859, -0.396189, 5, -0.272341
14.47, 62.9445, 5.07026, -0.401555, 5, -0.251887
14.48, 62.988, 5.05166, -0.406484, 5, -0.231317
14.49, 63.0315, 5.03281, -0.410977, 5, -0.210645
14.5, 63.075, 5.01375, -0.415037, 5, -0.189882
14.51, 63.1185, 4.99449, -0.418665, 5, -0.169041
14.52, 63.162, 4.97505, -0.421864, 5, -0.148133
14.53, 63.2055, 4.95545, -0.424635, 5, -0.127167
14.54, 63.249, 4.93572, -0.426979, 5, -0.106153
14.55, 63.2925, 4.91587, -0.428897, 5, -0.0851001
14.56, 63.336, 4.89594, -0.430391, 5, -0.0640157
14.57, 63.3795, 4.87594, -0.431462, 5, -0.0429079
14.58, 63.423, 4.85589, -0.432109, 5, -0.0217839
14.59, 63.4665, 4.83582, -0.432333, 5, -0.000650942
14.6, 63.51, 4.81575, -0.432135, 5, 0.020484
14.61, 63.5535, 4.79571, -0.431514, 5, 0.0416138
14.62, 63.597, 4.7757, -0.430469, 5, 0.0627315
14.63, 63.6405, 4.75576, -0.429001, 5, 0.0838297
14.64, 63.684, 4.73591, -0.427108, 5, 0.104901
14.65, 63.7275, 4.71618, -0.424789, 5, 0.125936
14.66, 63.771, 4.69657, -0.422043, 5, 0.146928
14.67, 63.8145, 4.67712, -0.418869, 5, 0.167867
14.68, 63.858, 4.65784, -0.415264, 5, 0.188743
14.69, 63.9015, 4.63877, -0.411228, 5, 0.209544
14.7, 63.945, 4.61991, -0.406757, 5, 0.23026
14.71, 63.9885, 4.6013, -0.40185, 5, 0.250878
14.72, 64.032, 4.58294, -0.396505, 5, 0.271385
14.73, 64.0755, 4.56488, -0.390719, 5, 0.291765
14.74, 64.119, 4.54712, -0.384491, 5, 0.312004
14.75, 64.1625, 4.52968, -0.377817, 5, 0.332085
14.76, 64.206, 4.51259, -0.370696, 5, 0.35199
14.77, 64.2495, 4.49587, -0.363125, 5, 0.371701
14.78, 64.293, 4.47954, -0.355102, 5, 0.391198
14.79, 64.3365, 4.46362, -0.346626, 5, 0.410461
14.8, 64.38, 4.44812, -0.337695, 5, 0.42947
14.81, 64.4235, 4.43308, -0.328307, 5, 0.448202
14.82, 64.467, 4.4185, -0.318461, 5, 0.466634
14.83, 64.5105, 4.4044, -0.308157, 5, 0.484745
14.84, 64.554, 4.39081, -0.297395, 5, 0.50251
14.85, 64.5975, 4.37774, -0.286174, 5, 0.519905
14.86, 64.641, 4.36522, -0.274498, 5, 0.536908
14.87, 64.6845, 4.35325, -0.262366, 5, 0.553494
14.88, 64.728, 4.34186, -0.249782, 5, 0.569639
14.89, 64.7715, 4.33106, -0.236749, 5, 0.58532
14.9, 64.815, 4.32087, -0.223271, 5, 0.600514
14.91, 64.8585, 4.31131, -0.209355, 5, 0.615198
14.92, 64.902, 4.30239, -0.195006, 5, 0.62935
14.93, 64.9455, 4.29413, -0.180233, 5, 0.642949
14.94, 64.989, 4.28655, -0.165044, 5, 0.655975
14.95, 65.0325, 4.27965, -0.14945, 5, 0.668407
14.96, 65.076, 4.27345, -0.133462, 5, 0.680227
14.97, 65.1195, 4.26797, -0.117093, 5, 0.691419
14.98, 65.163, 4.26322, -0.100358, 5, 0.701965
14.99, 65.2065, 4.25921, -0.0832722, 5, 0.71185
15, 65.25, 4.25596, -0.0658537, 5, 0.721062
15.01, 65.2935, 4.25348, -0.0481208, 5, 0.729587
15.02, 65.337, 4.25178, -0.0300936, 5, 0.737415
15.03, 65.3805, 4.25087, -0.0117937, 5, 0.744536
15.04, 65.424, 4.25076, 0.00675625, 5, 0.750941
15.05, 65.4675, 4.25146, 0.0255324, 5, 0.756625
15.06, 65.511, 4.25298, 0.0445097, 5, 0.761582
15.07, 65.5545, 4.25533, 0.0636622, 5, 0.765807
15.08, 65.598, 4.25853, 0.0829633, 5, 0.769299
15.09, 65.6415, 4.26257, 0.102385, 5, 0.772057
15.1, 65.685, 4.26747, 0.121901, 5, 0.774082
15.11, 65.7285, 4.27323, 0.141481, 5, 0.775375
15.12, 65.772, 4.27986, 0.161097, 5, 0.77594
15.13, 65.8155, 4.28737, 0.180722, 5, 0.775783
15.14, 65.859, 4.29576, 0.200326, 5, 0.77491
15.15, 65.9025, 4.30504, 0.219882, 5, 0.773329
15.16, 65.946, 4.31521, 0.239363, 5, 0.77105
15.17, 65.9895, 4.32627, 0.258742, 5, 0.768084
15.18, 66.033, 4.33824, 0.277993, 5, 0.764443
15.19, 66.0765, 4.3511, 0.297091, 5, 0.760141
15.2, 66.12, 4.36487, 0.316014, 5, 0.755194
15.21, 66.1635, 4.37955, 0.334738, 5, 0.749618
15.22, 66.207, 4.39513, 0.353242, 5, 0.743432
15.23, 66.2505, 4.41163, 0.371508, 5, 0.736654
15.24, 66.294, 4.42903, 0.389516, 5, 0.729304
15.25, 66.3375, 4.44734, 0.407249, 5, 0.721406
15.26, 66.381, 4.46656, 0.424693, 5, 0.712981
15.27, 66.4245, 4.48668, 0.441834, 5, 0.704053
15.28, 66.468, 4.50771, 0.458659, 5, 0.694647
15.29, 66.5115, 4.52964, 0.475157, 5, 0.684788
15.3, 66.555, 4.55247, 0.49132, 5, 0.674502
15.31, 66.5985, 4.57619, 0.507139, 5, 0.663815
15.32, 66.642, 4.6008, 0.522608, 5, 0.652756
15.33, 66.6855, 4.6263, 0.53772, 5, 0.64135
15.34, 66.729, 4.65268, 0.552472, 5, 0.629626
15.35, 66.7725, 4.67994, 0.566861, 5, 0.617611
15.36, 66.816, 4.70806, 0.580884, 5, 0.605333
15.37, 66.8595, 4.73704, 0.594541, 5, 0.592817
15.38, 66.903, 4.76688, 0.60783, 5, 0.580092
15.39, 66.9465, 4.79757, 0.620753, 5, 0.567183
15.4, 66.99, 4.82909, 0.633311, 5, 0.554115
15.41, 67.0335, 4.86144, 0.645505, 5, 0.540914
15.42, 67.077, 4.89461, 0.657338, 5, 0.527603
15.43, 67.1205, 4.92859, 0.668814, 5, 0.514205
15.44, 67.164, 4.96336, 0.679935, 5, 0.500741
15.45, 67.2075, 4.99893, 0.690706, 5, 0.487233
15.46, 67.251, 5.03527, 0.70113, 5, 0.473699
15.47, 67.2945, 5.07237, 0.711213, 5, 0.460159
15.48, 67.338, 5.11022, 0.720958, 5, 0.446628
15.49, 67.3815, 5.14882, 0.73037, 5, 0.433123
15.5, 67.425, 5.18814, 0.739456, 5, 0.419657
15.51, 67.4685, 5.22817, 0.748219, 5, 0.406245
15.52, 67.512, 5.26889, 0.756664, 5, 0.392897
15.53, 67.5555, 5.3103, 0.764798, 5, 0.379623
15.54, 67.599, 5.35237, 0.772625, 5, 0.366434
15.55, 67.6425, 5.3951, 0.78015, 5, 0.353337
15.56, 67.686, 5.43846, 0.787379, 5, 0.340338
15.57, 67.7295, 5.48244, 0.794317, 5, 0.327443
15.58, 67.773, 5.52702, 0.800968, 5, 0.314658
