time, x, y, heading, velocity
0, 0.05, 0, 0.00535898, 5
0.01, 0.0999993, 0.000267948, 0.010718, 5
0.02, 0.149996, 0.000803836, 0.016077, 5
0.03, 0.19999, 0.00160765, 0.0214359, 5
0.04, 0.249978, 0.00267936, 0.0267949, 5
0.05, 0.299961, 0.00401895, 0.0321539, 5
0.06, 0.349935, 0.00562637, 0.0375129, 5
0.07, 0.399899, 0.00750157, 0.0428719, 5
0.08, 0.449854, 0.00964451, 0.0482309, 5
0.09, 0.499795, 0.0120551, 0.0535898, 5
0.1, 0.549724, 0.0147333, 0.0589488, 5
0.11, 0.599637, 0.0176791, 0.0643078, 5
0.12, 0.649533, 0.0208922, 0.0696668, 5
0.13, 0.699412, 0.0243728, 0.0750258, 5
0.14, 0.749271, 0.0281205, 0.0803848, 5
0.15, 0.79911, 0.0321354, 0.0857437, 5
0.16, 0.848926, 0.0364174, 0.0911027, 5
0.17, 0.898719, 0.0409662, 0.0964617, 5
0.18, 0.948487, 0.0457818, 0.101821, 5
0.19, 0.998228, 0.0508641, 0.10718, 5
0.2, 1.04794, 0.0562128, 0.112539, 5
0.21, 1.09762, 0.0618279, 0.117898, 5
0.22, 1.14728, 0.0677091, 0.123257, 5
0.23, 1.1969, 0.0738563, 0.128616, 5
0.24, 1.24648, 0.0802694, 0.133975, 5
0.25, 1.29604, 0.0869481, 0.139334, 5
0.26, 1.34555, 0.0938923, 0.144693, 5
0.27, 1.39503, 0.101102, 0.150052, 5
0.28, 1.44447, 0.108576, 0.155411, 5
0.29, 1.49387, 0.116315, 0.16077, 5
0.3, 1.54322, 0.124319, 0.166128, 5
0.31, 1.59253, 0.132588, 0.171487, 5
0.32, 1.6418, 0.14112, 0.176846, 5
0.33, 1.69102, 0.149916, 0.182205, 5
0.34, 1.74019, 0.158976, 0.187564, 5
0.35, 1.78931, 0.1683, 0.192923, 5
0.36, 1.83839, 0.177886, 0.198282, 5
0.37, 1.88741, 0.187735, 0.203641, 5
0.38, 1.93637, 0.197847, 0.209, 5
0.39, 1.98529, 0.208221, 0.214359, 5
0.4, 2.03414, 0.218857, 0.219718, 5
0.41, 2.08294, 0.229755, 0.225077, 5
0.42, 2.13168, 0.240914, 0.230436, 5
0.43, 2.18036, 0.252334, 0.235795, 5
0.44, 2.22897, 0.264015, 0.241154, 5
0.45, 2.27753, 0.275956, 0.246513, 5
0.46, 2.32601, 0.288157, 0.251872, 5
0.47, 2.37444, 0.300618, 0.257231, 5
0.48, 2.42279, 0.313339, 0.26259, 5
0.49, 2.47108, 0.326318, 0.267949, 5
0.5, 2.51929, 0.339555, 0.273308, 5
0.51, 2.56744, 0.353051, 0.278667, 5
0.52, 2.61551, 0.366805, 0.284026, 5
0.53, 2.66351, 0.380816, 0.289385, 5
0.54, 2.71143, 0.395084, 0.294744, 5
0.55, 2.75927, 0.409609, 0.300103, 5
0.56, 2.80704, 0.42439, 0.305462, 5
0.57, 2.85472, 0.439427, 0.310821, 5
0.58, 2.90233, 0.454719, 0.31618, 5
0.59, 2.94985, 0.470266, 0.321539, 5
0.6, 2.99728, 0.486067, 0.326898, 5
0.61, 3.04464, 0.502122, 0.332257, 5
0.62, 3.0919, 0.518431, 0.337616, 5
0.63, 3.13908, 0.534993, 0.342975, 5
0.64, 3.18617, 0.551808, 0.348334, 5
0.65, 3.23316, 0.568874, 0.353693, 5
0.66, 3.28007, 0.586192, 0.359052, 5
0.67, 3.32688, 0.603762, 0.364411, 5
0.68, 3.3736, 0.621582, 0.36977, 5
0.69, 3.42022, 0.639652, 0.375129, 5
0.7, 3.46674, 0.657971, 0.380488, 5
0.71, 3.51317, 0.67654, 0.385847, 5
0.72, 3.55949, 0.695357, 0.391206, 5
0.73, 3.60571, 0.714422, 0.396565, 5
0.74, 3.65183, 0.733735, 0.401924, 5
0.75, 3.69785, 0.753295, 0.407283, 5
0.76, 3.74376, 0.7731, 0.412642, 5
0.77, 3.78956, 0.793152, 0.418001, 5
0.78, 3.83526, 0.813449, 0.42336, 5
0.79, 3.88084, 0.83399, 0.428719, 5
0.8, 3.92632, 0.854775, 0.434078, 5
0.81, 3.97168, 0.875804, 0.439437, 5
0.82, 4.01693, 0.897075, 0.444796, 5
0.83, 4.06206, 0.918589, 0.450155, 5
0.84, 4.10708, 0.940344, 0.455514, 5
0.85, 4.15198, 0.96234, 0.460873, 5
0.86, 4.19677, 0.984577, 0.466232, 5
0.87, 4.24143, 1.00705, 0.471591, 5
0.88, 4.28597, 1.02977, 0.47695, 5
0.89, 4.33039, 1.05272, 0.482309, 5
0.9, 4.37469, 1.07591, 0.487668, 5
0.91, 4.41886, 1.09934, 0.493027, 5
0.92, 4.46291, 1.12301, 0.498385, 5
0.93, 4.50682, 1.14691, 0.503744, 5
0.94, 4.55061, 1.17104, 0.509103, 5
0.95, 4.59427, 1.19541, 0.514462, 5
0.96, 4.6378, 1.22002, 0.519821, 5
0.97, 4.6812, 1.24485, 0.52518, 5
0.98, 4.72446, 1.26992, 0.530539, 5
0.99, 4.76758, 1.29522, 0.535898, 5
1, 4.81057, 1.32075, 0.541257, 5
1.01, 4.85343, 1.34651, 0.546616, 5
1.02, 4.89614, 1.3725, 0.551975, 5
1.03, 4.93872, 1.39872, 0.557334, 5
1.04, 4.98115, 1.42517, 0.562693, 5
1.05, 5.02344, 1.45184, 0.568052, 5
1.06, 5.06559, 1.47874, 0.573411, 5
1.07, 5.10759, 1.50586, 0.57877, 5
1.08, 5.14945, 1.53321, 0.584129, 5
1.09, 5.19116, 1.56079, 0.589488, 5
1.1, 5.23272, 1.58858, 0.594847, 5
1.11, 5.27413, 1.6166, 0.600206, 5
1.12, 5.31539, 1.64484, 0.605565, 5
1.13, 5.3565, 1.67331, 0.610924, 5
1.14, 5.39746, 1.70199, 0.616283, 5
1.15, 5.43826, 1.73089, 0.621642, 5
1.16, 5.4789, 1.76001, 0.627001, 5
1.17, 5.51939, 1.78934, 0.63236, 5
1.18, 5.55973, 1.81889, 0.637719, 5
1.19, 5.5999, 1.84866, 0.643078, 5
1.2, 5.63991, 1.87864, 0.648437, 5
1.21, 5.67976, 1.90884, 0.653796, 5
1.22, 5.71945, 1.93925, 0.659155, 5
1.23, 5.75898, 1.96987, 0.664514, 5
1.24, 5.79834, 2.00071, 0.669873, 5
1.25, 5.83753, 2.03175, 0.675232, 5
1.26, 5.87656, 2.06301, 0.680591, 5
1.27, 5.91542, 2.09447, 0.68595, 5
1.28, 5.95411, 2.12614, 0.691309, 5
1.29, 5.99263, 2.15802, 0.696668, 5
1.3, 6.03098, 2.1901, 0.702027, 5
1.31, 6.06916, 2.22239, 0.707386, 5
1.32, 6.10716, 2.25488, 0.712745, 5
1.33, 6.14499, 2.28758, 0.718104, 5
1.34, 6.18264, 2.32047, 0.723463, 5
1.35, 6.22012, 2.35357, 0.728822, 5
1.36, 6.25742, 2.38687, 0.734181, 5
1.37, 6.29454, 2.42037, 0.73954, 5
1.38, 6.33147, 2.45407, 0.744899, 5
1.39, 6.36823, 2.48796, 0.750258, 5
1.4, 6.40481, 2.52206, 0.755617, 5
1.41, 6.4412, 2.55634, 0.760976, 5
1.42, 6.47741, 2.59082, 0.766335, 5
1.43, 6.51343, 2.6255, 0.771694, 5
1.44, 6.54927, 2.66037, 0.777053, 5
1.45, 6.58492, 2.69543, 0.782412, 5
1.46, 6.62038, 2.73068, 0.787771, 5
1.47, 6.65565, 2.76611, 0.79313, 5
1.48, 6.69073, 2.80174, 0.798489, 5
1.49, 6.72562, 2.83756, 0.803848, 5
1.5, 6.76032, 2.87356, 0.809207, 5
1.51, 6.79482, 2.90975, 0.814566, 5
1.52, 6.82913, 2.94612, 0.819925, 5
1.53, 6.86324, 2.98267, 0.825284, 5
1.54, 6.89716, 3.01941, 0.830642, 5
1.55, 6.93088, 3.05633, 0.836001, 5
1.56, 6.9644, 3.09343, 0.84136, 5
1.57, 6.99773, 3.1307, 0.846719, 5
1.58, 7.03085, 3.16816, 0.852078, 5
1.59, 7.06377, 3.20579, 0.857437, 5
1.6, 7.09649, 3.2436, 0.862796, 5
1.61, 7.129, 3.28158, 0.868155, 5
1.62, 7.16131, 3.31974, 0.873514, 5
1.63, 7.19342, 3.35807, 0.878873, 5
1.64, 7.22532, 3.39657, 0.884232, 5
1.65, 7.25702, 3.43524, 0.889591, 5
1.66, 7.2885, 3.47408, 0.89495, 5
1.67, 7.31978, 3.51309, 0.900309, 5
1.68, 7.35085, 3.55227, 0.905668, 5
1.69, 7.38171, 3.59161, 0.911027, 5
1.7, 7.41235, 3.63112, 0.916386, 5
1.71, 7.44279, 3.67079, 0.921745, 5
1.72, 7.47301, 3.71062, 0.927104, 5
1.73, 7.50302, 3.75061, 0.932463, 5
1.74, 7.53281, 3.79077, 0.937822, 5
1.75, 7.56239, 3.83108, 0.943181, 5
1.76, 7.59175, 3.87155, 0.94854, 5
1.77, 7.62089, 3.91218, 0.953899, 5
1.78, 7.64982, 3.95297, 0.959258, 5
1.79, 7.67852, 3.9939, 0.964617, 5
1.8, 7.70701, 4.03499, 0.969976, 5
1.81, 7.73528, 4.07624, 0.975335, 5
1.82, 7.76332, 4.11763, 0.980694, 5
1.83, 7.79114, 4.15918, 0.986053, 5
1.84, 7.81874, 4.20087, 0.991412, 5
1.85, 7.84612, 4.24271, 0.996771, 5
1.86, 7.87327, 4.2847, 1.00213, 5
1.87, 7.90019, 4.32683, 1.00749, 5
1.88, 7.92689, 4.3691, 1.01285, 5
1.89, 7.95337, 4.41152, 1.01821, 5
1.9, 7.97961, 4.45408, 1.02357, 5
1.91, 8.00563, 4.49678, 1.02892, 5
1.92, 8.03141, 4.53961, 1.03428, 5
1.93, 8.05697, 4.58259, 1.03964, 5
1.94, 8.0823, 4.6257, 1.045, 5
1.95, 8.10739, 4.66895, 1.05036, 5
1.96, 8.13226, 4.71233, 1.05572, 5
1.97, 8.15689, 4.75584, 1.06108, 5
1.98, 8.18128, 4.79948, 1.06644, 5
1.99, 8.20544, 4.84326, 1.0718, 5
2, 8.22937, 4.88716, 1.07716, 5
2.01, 8.25306, 4.93119, 1.08251, 5
2.02, 8.27652, 4.97535, 1.08787, 5
2.03, 8.29974, 5.01963, 1.09323, 5
2.04, 8.32272, 5.06404, 1.09859, 5
2.05, 8.34546, 5.10856, 1.10395, 5
2.06, 8.36796, 5.15321, 1.10931, 5
2.07, 8.39023, 5.19798, 1.11467, 5
2.08, 8.41225, 5.24287, 1.12003, 5
2.09, 8.43404, 5.28788, 1.12539, 5
2.1, 8.45558, 5.333, 1.13075, 5
2.11, 8.47688, 5.37823, 1.1361, 5
2.12, 8.49793, 5.42358, 1.14146, 5
2.13, 8.51875, 5.46905, 1.14682, 5
2.14, 8.53931, 5.51462, 1.15218, 5
2.15, 8.55964, 5.5603, 1.15754, 5
2.16, 8.57972, 5.60609, 1.1629, 5
2.17, 8.59955, 5.65199, 1.16826, 5
2.18, 8.61914, 5.698, 1.17362, 5
2.19, 8.63848, 5.7441, 1.17898, 5
2.2, 8.65758, 5.79031, 1.18434, 5
2.21, 8.67642, 5.83663, 1.18969, 5
2.22, 8.69502, 5.88304, 1.19505, 5
2.23, 8.71337, 5.92955, 1.20041, 5
2.24, 8.73147, 5.97616, 1.20577, 5
2.25, 8.74931, 6.02287, 1.21113, 5
2.26, 8.76691, 6.06967, 1.21649, 5
2.27, 8.78426, 6.11656, 1.22185, 5
2.28, 8.80135, 6.16355, 1.22721, 5
2.29, 8.8182, 6.21063, 1.23257, 5
2.3, 8.83479, 6.25779, 1.23793, 5
2.31, 8.85113, 6.30505, 1.24328, 5
2.32, 8.86721, 6.35239, 1.24864, 5
2.33, 8.88304, 6.39982, 1.254, 5
2.34, 8.89862, 6.44733, 1.25936, 5
2.35, 8.91394, 6.49492, 1.26472, 5
2.36, 8.929, 6.5426, 1.27008, 5
2.37, 8.94381, 6.59036, 1.27544, 5
2.38, 8.95837, 6.63819, 1.2808, 5
2.39, 8.97267, 6.6861, 1.28616, 5
2.4, 8.98671, 6.73409, 1.29152, 5
2.41, 9.00049, 6.78215, 1.29687, 5
2.42, 9.01402, 6.83029, 1.30223, 5
2.43, 9.02728, 6.8785, 1.30759, 5
2.44, 9.04029, 6.92678, 1.31295, 5
2.45, 9.05304, 6.97512, 1.31831, 5
2.46, 9.06553, 7.02354, 1.32367, 5
2.47, 9.07776, 7.07202, 1.32903, 5
2.48, 9.08973, 7.12056, 1.33439, 5
2.49, 9.10145, 7.16917, 1.33975, 5
2.5, 9.1129, 7.21785, 1.3451, 5
2.51, 9.12408, 7.26658, 1.35046, 5
2.52, 9.13501, 7.31537, 1.35582, 5
2.53, 9.14568, 7.36422, 1.36118, 5
2.54, 9.15608, 7.41312, 1.36654, 5
2.55, 9.16622, 7.46208, 1.3719, 5
2.56, 9.1761, 7.5111, 1.37726, 5
2.57, 9.18572, 7.56016, 1.38262, 5
2.58, 9.19507, 7.60928, 1.38798, 5
2.59, 9.20416, 7.65845, 1.39334, 5
2.6, 9.21299, 7.70766, 1.39869, 5
2.61, 9.22155, 7.75692, 1.40405, 5
2.62, 9.22985, 7.80623, 1.40941, 5
2.63, 9.23789, 7.85558, 1.41477, 5
2.64, 9.24566, 7.90497, 1.42013, 5
2.65, 9.25316, 7.95441, 1.42549, 5
2.66, 9.2604, 8.00388, 1.43085, 5
2.67, 9.26737, 8.05339, 1.43621, 5
2.68, 9.27408, 8.10294, 1.44157, 5
2.69, 9.28053, 8.15252, 1.44693, 5
2.7, 9.2867, 8.20214, 1.45228, 5
2.71, 9.29262, 8.25179, 1.45764, 5
2.72, 9.29826, 8.30147, 1.463, 5
2.73, 9.30364, 8.35118, 1.46836, 5
2.74, 9.30875, 8.40092, 1.47372, 5
2.75, 9.3136, 8.45068, 1.47908, 5
2.76, 9.31818, 8.50047, 1.48444, 5
2.77, 9.32249, 8.55029, 1.4898, 5
2.78, 9.32654, 8.60012, 1.49516, 5
2.79, 9.33032, 8.64998, 1.50052, 5
2.8, 9.33383, 8.69985, 1.50587, 5
2.81, 9.33707, 8.74975, 1.51123, 5
2.82, 9.34005, 8.79966, 1.51659, 5
2.83, 9.34276, 8.84959, 1.52195, 5
2.84, 9.3452, 8.89953, 1.52731, 5
2.85, 9.34737, 8.94948, 1.53267, 5
2.86, 9.34928, 8.99944, 1.53803, 5
2.87, 9.35092, 9.04942, 1.54339, 5
2.88, 9.35229, 9.0994, 1.54875, 5
2.89, 9.35339, 9.14939, 1.55411, 5
2.9, 9.35422, 9.19938, 1.55946, 5
2.91, 9.35479, 9.24938, 1.56482, 5
2.92, 9.35509, 9.29938, 1.57018, 5
2.93, 9.35512, 9.34938, 1.57554, 5
2.94, 9.35488, 9.39937, 1.5809, 5
2.95, 9.35438, 9.44937, 1.58626, 5
2.96, 9.3536, 9.49937, 1.59162, 5
2.97, 9.35256, 9.54936, 1.59698, 5
2.98, 9.35125, 9.59934, 1.60234, 5
2.99, 9.34968, 9.64931, 1.6077, 5
3, 9.34783, 9.69928, 1.61305, 5
3.01, 9.34572, 9.74923, 1.61841, 5
3.02, 9.34334, 9.79918, 1.62377, 5
3.03, 9.34069, 9.84911, 1.62913, 5
3.04, 9.33778, 9.89902, 1.63449, 5
3.05, 9.33459, 9.94892, 1.63985, 5
3.06, 9.33114, 9.9988, 1.64521, 5
3.07, 9.32743, 10.0487, 1.65057, 5
3.08, 9.32344, 10.0985, 1.65593, 5
3.09, 9.31919, 10.1483, 1.66128, 5
3.1, 9.31467, 10.1981, 1.66664, 5
3.11, 9.30989, 10.2479, 1.672, 5
3.12, 9.30484, 10.2976, 1.67736, 5
3.13, 9.29952, 10.3474, 1.68272, 5
3.14, 9.29393, 10.397, 1.68808, 5
3.15, 9.28808, 10.4467, 1.69344, 5
3.16, 9.28197, 10.4963, 1.6988, 5
3.17, 9.27558, 10.5459, 1.70416, 5
3.18, 9.26894, 10.5955, 1.70952, 5
3.19, 9.26202, 10.645, 1.71487, 5
3.2, 9.25484, 10.6945, 1.72023, 5
3.21, 9.2474, 10.7439, 1.72559, 5
3.22, 9.23969, 10.7933, 1.73095, 5
3.23, 9.23172, 10.8427, 1.73631, 5
3.24, 9.22348, 10.892, 1.74167, 5
3.25, 9.21498, 10.9413, 1.74703, 5
3.26, 9.20621, 10.9905, 1.75239, 5
3.27, 9.19718, 11.0397, 1.75775, 5
3.28, 9.18789, 11.0888, 1.76311, 5
3.29, 9.17833, 11.1379, 1.76846, 5
3.3, 9.16851, 11.1869, 1.77382, 5
3.31, 9.15843, 11.2359, 1.77918, 5
3.32, 9.14809, 11.2848, 1.78454, 5
3.33, 9.13748, 11.3337, 1.7899, 5
3.34, 9.12661, 11.3825, 1.79526, 5
3.35, 9.11548, 11.4312, 1.80062, 5
3.36, 9.10409, 11.4799, 1.80598, 5
3.37, 9.09244, 11.5285, 1.81134, 5
3.38, 9.08053, 11.5771, 1.8167, 5
3.39, 9.06836, 11.6256, 1.82205, 5
3.4, 9.05593, 11.674, 1.82741, 5
3.41, 9.04324, 11.7224, 1.83277, 5
3.42, 9.03029, 11.7707, 1.83813, 5
3.43, 9.01708, 11.8189, 1.84349, 5
3.44, 9.00361, 11.867, 1.84885, 5
3.45, 8.98989, 11.9151, 1.85421, 5
3.46, 8.97591, 11.9631, 1.85957, 5
3.47, 8.96167, 12.011, 1.86493, 5
3.48, 8.94717, 12.0589, 1.87029, 5
3.49, 8.93242, 12.1067, 1.87564, 5
3.5, 8.91741, 12.1544, 1.881, 5
3.51, 8.90215, 12.202, 1.88636, 5
3.52, 8.88663, 12.2495, 1.89172, 5
3.53, 8.87086, 12.297, 1.89708, 5
3.54, 8.85483, 12.3443, 1.90244, 5
3.55, 8.83856, 12.3916, 1.9078, 5
3.56, 8.82202, 12.4388, 1.91316, 5
3.57, 8.80524, 12.4859, 1.91852, 5
3.58, 8.7882, 12.5329, 1.92388, 5
3.59, 8.77091, 12.5798, 1.92923, 5
3.6, 8.75337, 12.6266, 1.93459, 5
3.61, 8.73558, 12.6734, 1.93995, 5
3.62, 8.71754, 12.72, 1.94531, 5
3.63, 8.69925, 12.7665, 1.95067, 5
3.64, 8.6807, 12.813, 1.95603, 5
3.65, 8.66192, 12.8593, 1.96139, 5
3.66, 8.64288, 12.9055, 1.96675, 5
3.67, 8.6236, 12.9517, 1.97211, 5
3.68, 8.60406, 12.9977, 1.97747, 5
3.69, 8.58429, 13.0436, 1.98282, 5
3.7, 8.56426, 13.0894, 1.98818, 5
3.71, 8.54399, 13.1351, 1.99354, 5
3.72, 8.52348, 13.1807, 1.9989, 5
3.73, 8.50272, 13.2262, 2.00426, 5
3.74, 8.48172, 13.2716, 2.00962, 5
3.75, 8.46048, 13.3169, 2.01498, 5
3.76, 8.43899, 13.362, 2.02034, 5
3.77, 8.41727, 13.407, 2.0257, 5
3.78, 8.3953, 13.4519, 2.03105, 5
3.79, 8.37309, 13.4967, 2.03641, 5
3.8, 8.35064, 13.5414, 2.04177, 5
3.81, 8.32795, 13.586, 2.04713, 5
3.82, 8.30503, 13.6304, 2.05249, 5
3.83, 8.28186, 13.6747, 2.05785, 5
3.84, 8.25846, 13.7189, 2.06321, 5
3.85, 8.23482, 13.763, 2.06857, 5
3.86, 8.21095, 13.8069, 2.07393, 5
3.87, 8.18684, 13.8507, 2.07929, 5
3.88, 8.1625, 13.8944, 2.08464, 5
3.89, 8.13792, 13.9379, 2.09, 5
3.9, 8.11311, 13.9813, 2.09536, 5
3.91, 8.08807, 14.0246, 2.10072, 5
3.92, 8.0628, 14.0678, 2.10608, 5
3.93, 8.03729, 14.1108, 2.11144, 5
3.94, 8.01156, 14.1536, 2.1168, 5
3.95, 7.98559, 14.1964, 2.12216, 5
3.96, 7.9594, 14.2389, 2.12752, 5
3.97, 7.93298, 14.2814, 2.13288, 5
3.98, 7.90633, 14.3237, 2.13823, 5
3.99, 7.87946, 14.3659, 2.14359, 5
4, 7.85236, 14.4079, 2.14895, 5
4.01, 7.82504, 14.4498, 2.15431, 5
4.02, 7.79749, 14.4915, 2.15967, 5
4.03, 7.76972, 14.5331, 2.16503, 5
4.04, 7.74172, 14.5745, 2.17039, 5
4.05, 7.71351, 14.6158, 2.17575, 5
4.06, 7.68507, 14.6569, 2.18111, 5
4.07, 7.65642, 14.6979, 2.18647, 5
4.08, 7.62754, 14.7387, 2.19182, 5
4.09, 7.59845, 14.7794, 2.19718, 5
4.1, 7.56914, 14.8199, 2.20254, 5
4.11, 7.53961, 14.8602, 2.2079, 5
4.12, 7.50986, 14.9004, 2.21326, 5
4.13, 7.47991, 14.9404, 2.21862, 5
4.14, 7.44973, 14.9803, 2.22398, 5
4.15, 7.41935, 15.02, 2.22934, 5
4.16, 7.38875, 15.0596, 2.2347, 5
4.17, 7.35794, 15.0989, 2.24006, 5
4.18, 7.32692, 15.1382, 2.24541, 5
4.19, 7.29569, 15.1772, 2.25077, 5
4.2, 7.26425, 15.2161, 2.25613, 5
4.21, 7.2326, 15.2548, 2.26149, 5
4.22, 7.20075, 15.2933, 2.26685, 5
4.23, 7.16869, 15.3317, 2.27221, 5
4.24, 7.13643, 15.3699, 2.27757, 5
4.25, 7.10396, 15.4079, 2.28293, 5
4.26, 7.07128, 15.4458, 2.28829, 5
4.27, 7.03841, 15.4834, 2.29365, 5
4.28, 7.00533, 15.5209, 2.299, 5
4.29, 6.97206, 15.5583, 2.30436, 5
4.3, 6.93858, 15.5954, 2.30972, 5
4.31, 6.90491, 15.6324, 2.31508, 5
4.32, 6.87103, 15.6691, 2.32044, 5
4.33, 6.83696, 15.7057, 2.3258, 5
4.34, 6.8027, 15.7421, 2.33116, 5
4.35, 6.76824, 15.7784, 2.33652, 5
4.36, 6.73359, 15.8144, 2.34188, 5
4.37, 6.69874, 15.8503, 2.34723, 5
4.38, 6.66371, 15.8859, 2.35259, 5
4.39, 6.62848, 15.9214, 2.35795, 5
4.4, 6.59306, 15.9567, 2.36331, 5
4.41, 6.55745, 15.9918, 2.36867, 5
4.42, 6.52166, 16.0267, 2.37403, 5
4.43, 6.48568, 16.0615, 2.37939, 5
4.44, 6.44951, 16.096, 2.38475, 5
4.45, 6.41316, 16.1303, 2.39011, 5
4.46, 6.37663, 16.1644, 2.39547, 5
4.47, 6.33991, 16.1984, 2.40082, 5
4.48, 6.30302, 16.2321, 2.40618, 5
4.49, 6.26594, 16.2657, 2.41154, 5
4.5, 6.22868, 16.299, 2.4169, 5
4.51, 6.19125, 16.3322, 2.42226, 5
4.52, 6.15363, 16.3651, 2.42762, 5
4.53, 6.11585, 16.3979, 2.43298, 5
4.54, 6.07788, 16.4304, 2.43834, 5
4.55, 6.03975, 16.4627, 2.4437, 5
4.56, 6.00144, 16.4949, 2.44906, 5
4.57, 5.96295, 16.5268, 2.45441, 5
4.58, 5.9243, 16.5585, 2.45977, 5
4.59, 5.88548, 16.59, 2.46513, 5
4.6, 5.84649, 16.6213, 2.47049, 5
4.61, 5.80733, 16.6524, 2.47585, 5
4.62, 5.76801, 16.6833, 2.48121, 5
4.63, 5.72852, 16.714, 2.48657, 5
4.64, 5.68887, 16.7444, 2.49193, 5
4.65, 5.64906, 16.7747, 2.49729, 5
4.66, 5.60908, 16.8047, 2.50265, 5
4.67, 5.56895, 16.8345, 2.508, 5
4.68, 5.52865, 16.8641, 2.51336, 5
4.69, 5.4882, 16.8935, 2.51872, 5
4.7, 5.44759, 16.9227, 2.52408, 5
4.71, 5.40682, 16.9516, 2.52944, 5
4.72, 5.3659, 16.9804, 2.5348, 5
4.73, 5.32483, 17.0089, 2.54016, 5
4.74, 5.2836, 17.0372, 2.54552, 5
4.75, 5.24222, 17.0652, 2.55088, 5
4.76, 5.2007, 17.0931, 2.55624, 5
4.77, 5.15902, 17.1207, 2.56159, 5
4.78, 5.1172, 17.1481, 2.56695, 5
4.79, 5.07523, 17.1753, 2.57231, 5
4.8, 5.03311, 17.2022, 2.57767, 5
4.81, 4.99085, 17.229, 2.58303, 5
4.82, 4.94845, 17.2554, 2.58839, 5
4.83, 4.90591, 17.2817, 2.59375, 5
4.84, 4.86323, 17.3078, 2.59911, 5
4.85, 4.82041, 17.3336, 2.60447, 5
4.86, 4.77745, 17.3592, 2.60983, 5
4.87, 4.73435, 17.3845, 2.61518, 5
4.88, 4.69112, 17.4096, 2.62054, 5
4.89, 4.64776, 17.4345, 2.6259, 5
4.9, 4.60426, 17.4592, 2.63126, 5
4.91, 4.56063, 17.4836, 2.63662, 5
4.92, 4.51687, 17.5078, 2.64198, 5
4.93, 4.47298, 17.5317, 2.64734, 5
4.94, 4.42897, 17.5555, 2.6527, 5
4.95, 4.38482, 17.5789, 2.65806, 5
4.96, 4.34056, 17.6022, 2.66341, 5
4.97, 4.29616, 17.6252, 2.66877, 5
4.98, 4.25165, 17.648, 2.67413, 5
4.99, 4.20701, 17.6705, 2.67949, 5
5, 4.16226, 17.6928, 2.68485, 5
5.01, 4.11738, 17.7148, 2.69021, 5
5.02, 4.07239, 17.7367, 2.69557, 5
5.03, 4.02728, 17.7582, 2.70093, 5
5.04, 3.98206, 17.7796, 2.70629, 5
5.05, 3.93672, 17.8006, 2.71165, 5
5.06, 3.89127, 17.8215, 2.717, 5
5.07, 3.84571, 17.8421, 2.72236, 5
5.08, 3.80004, 17.8624, 2.72772, 5
5.09, 3.75426, 17.8825, 2.73308, 5
5.1, 3.70838, 17.9024, 2.73844, 5
5.11, 3.66239, 17.922, 2.7438, 5
5.12, 3.61629, 17.9414, 2.74916, 5
5.13, 3.57009, 17.9605, 2.75452, 5
5.14, 3.52379, 17.9794, 2.75988, 5
5.15, 3.47739, 17.998, 2.76524, 5
5.16, 3.43089, 18.0164, 2.77059, 5
5.17, 3.38429, 18.0345, 2.77595, 5
5.18, 3.3376, 18.0524, 2.78131, 5
5.19, 3.29081, 18.07, 2.78667, 5
5.2, 3.24392, 18.0874, 2.79203, 5
5.21, 3.19695, 18.1045, 2.79739, 5
5.22, 3.14988, 18.1214, 2.80275, 5
5.23, 3.10272, 18.138, 2.80811, 5
5.24, 3.05548, 18.1544, 2.81347, 5
5.25, 3.00814, 18.1705, 2.81883, 5
5.26, 2.96073, 18.1863, 2.82418, 5
5.27, 2.91322, 18.202, 2.82954, 5
5.28, 2.86564, 18.2173, 2.8349, 5
5.29, 2.81797, 18.2324, 2.84026, 5
5.3, 2.77022, 18.2472, 2.84562, 5
5.31, 2.7224, 18.2618, 2.85098, 5
5.32, 2.67449, 18.2761, 2.85634, 5
5.33, 2.62652, 18.2902, 2.8617, 5
5.34, 2.57846, 18.304, 2.86706, 5
5.35, 2.53033, 18.3176, 2.87242, 5
5.36, 2.48213, 18.3309, 2.87777, 5
5.37, 2.43386, 18.3439, 2.88313, 5
5.38, 2.38552, 18.3567, 2.88849, 5
5.39, 2.33712, 18.3692, 2.89385, 5
5.4, 2.28864, 18.3815, 2.89921, 5
5.41, 2.24011, 18.3935, 2.90457, 5
5.42, 2.1915, 18.4052, 2.90993, 5
5.43, 2.14284, 18.4167, 2.91529, 5
5.44, 2.09411, 18.4279, 2.92065, 5
5.45, 2.04533, 18.4389, 2.92601, 5
5.46, 1.99649, 18.4496, 2.93136, 5
5.47, 1.94759, 18.46, 2.93672, 5
5.48, 1.89863, 18.4702, 2.94208, 5
5.49, 1.84963, 18.4801, 2.94744, 5
5.5, 1.80056, 18.4897, 2.9528, 5
5.51, 1.75145, 18.4991, 2.95816, 5
5.52, 1.70229, 18.5082, 2.96352, 5
5.53, 1.65308, 18.5171, 2.96888, 5
5.54, 1.60383, 18.5257, 2.97424, 5
5.55, 1.55453, 18.534, 2.9796, 5
5.56, 1.50518, 18.5421, 2.98495, 5
5.57, 1.45579, 18.5499, 2.99031, 5
5.58, 1.40636, 18.5574, 2.99567, 5
5.59, 1.35689, 18.5647, 3.00103, 5
