time, x, y, heading, velocity
18.68, -5.15416, 17.0908, 3.73276, 5
18.69, -5.19568, 17.0629, 3.73811, 5
18.7, -5.23704, 17.0348, 3.74347, 5
18.71, -5.27825, 17.0065, 3.74883, 5
18.72, -5.31932, 16.978, 3.75419, 5
18.73, -5.36022, 16.9492, 3.75955, 5
18.74, -5.40098, 16.9202, 3.76491, 5
18.75, -5.44157, 16.8911, 3.77027, 5
18.76, -5.48201, 16.8617, 3.77563, 5
18.77, -5.5223, 16.832, 3.78099, 5
18.78, -5.56242, 16.8022, 3.78635, 5
18.79, -5.60238, 16.7722, 3.7917, 5
18.8, -5.64218, 16.7419, 3.79706, 5
18.81, -5.68182, 16.7114, 3.80242, 5
18.82, -5.72129, 16.6807, 3.80778, 5
18.83, -5.7606, 16.6498, 3.81314, 5
18.84, -5.79975, 16.6187, 3.8185, 5
18.85, -5.83872, 16.5874, 3.82386, 5
18.86, -5.87753, 16.5559, 3.82922, 5
18.87, -5.91617, 16.5241, 3.83458, 5
18.88, -5.95463, 16.4922, 3.83994, 5
18.89, -5.99293, 16.46, 3.84529, 5
18.9, -6.03105, 16.4277, 3.85065, 5
18.91, -6.069, 16.3951, 3.85601, 5
18.92, -6.10678, 16.3624, 3.86137, 5
18.93, -6.14437, 16.3294, 3.86673, 5
18.94, -6.18179, 16.2963, 3.87209, 5
18.95, -6.21904, 16.2629, 3.87745, 5
18.96, -6.2561, 16.2293, 3.88281, 5
18.97, -6.29298, 16.1956, 3.88817, 5
18.98, -6.32968, 16.1616, 3.89353, 5
18.99, -6.3662, 16.1275, 3.89888, 5
19, -6.40254, 16.0931, 3.90424, 5
19.01, -6.43869, 16.0586, 3.9096, 5
19.02, -6.47465, 16.0238, 3.91496, 5
19.03, -6.51043, 15.9889, 3.92032, 5
19.04, -6.54602, 15.9538, 3.92568, 5
19.05, -6.58142, 15.9185, 3.93104, 5
19.06, -6.61663, 15.883, 3.9364, 5
19.07, -6.65165, 15.8473, 3.94176, 5
19.08, -6.68648, 15.8114, 3.94711, 5
19.09, -6.72112, 15.7754, 3.95247, 5
19.1, -6.75556, 15.7391, 3.95783, 5
19.11, -6.78981, 15.7027, 3.96319, 5
19.12, -6.82386, 15.6661, 3.96855, 5
19.13, -6.85772, 15.6293, 3.97391, 5
19.14, -6.89138, 15.5923, 3.97927, 5
19.15, -6.92484, 15.5552, 3.98463, 5
19.16, -6.9581, 15.5178, 3.98999, 5
19.17, -6.99116, 15.4803, 3.99535, 5
19.18, -7.02401, 15.4426, 4.0007, 5
19.19, -7.05667, 15.4048, 4.00606, 5
19.2, -7.08912, 15.3667, 4.01142, 5
19.21, -7.12137, 15.3285, 4.01678, 5
19.22, -7.15341, 15.2901, 4.02214, 5
19.23, -7.18525, 15.2516, 4.0275, 5
19.24, -7.21688, 15.2128, 4.03286, 5
19.25, -7.2483, 15.174, 4.03822, 5
19.26, -7.27951, 15.1349, 4.04358, 5
19.27, -7.31052, 15.0957, 4.04894, 5
19.28, -7.34131, 15.0563, 4.05429, 5
19.29, -7.37189, 15.0167, 4.05965, 5
19.3, -7.40226, 14.977, 4.06501, 5
19.31, -7.43241, 14.9371, 4.07037, 5
19.32, -7.46235, 14.8971, 4.07573, 5
19.33, -7.49208, 14.8569, 4.08109, 5
19.34, -7.52159, 14.8165, 4.08645, 5
19.35, -7.55088, 14.776, 4.09181, 5
19.36, -7.57995, 14.7353, 4.09717, 5
19.37, -7.60881, 14.6945, 4.10253, 5
19.38, -7.63745, 14.6535, 4.10788, 5
19.39, -7.66587, 14.6123, 4.11324, 5
19.4, -7.69406, 14.5711, 4.1186, 5
19.41, -7.72204, 14.5296, 4.12396, 5
19.42, -7.74979, 14.488, 4.12932, 5
19.43, -7.77732, 14.4463, 4.13468, 5
19.44, -7.80463, 14.4044, 4.14004, 5
19.45, -7.83171, 14.3624, 4.1454, 5
19.46, -7.85856, 14.3202, 4.15076, 5
19.47, -7.88519, 14.2779, 4.15612, 5
19.48, -7.91159, 14.2354, 4.16147, 5
19.49, -7.93777, 14.1928, 4.16683, 5
19.5, -7.96371, 14.1501, 4.17219, 5
19.51, -7.98943, 14.1072, 4.17755, 5
19.52, -8.01491, 14.0642, 4.18291, 5
19.53, -8.04016, 14.021, 4.18827, 5
19.54, -8.06519, 13.9777, 4.19363, 5
19.55, -8.08998, 13.9343, 4.19899, 5
19.56, -8.11453, 13.8907, 4.20435, 5
19.57, -8.13886, 13.8471, 4.20971, 5
19.58, -8.16295, 13.8032, 4.21506, 5
19.59, -8.1868, 13.7593, 4.22042, 5
19.6, -8.21042, 13.7152, 4.22578, 5
19.61, -8.2338, 13.671, 4.23114, 5
19.62, -8.25694, 13.6267, 4.2365, 5
19.63, -8.27985, 13.5823, 4.24186, 5
19.64, -8.30252, 13.5377, 4.24722, 5
19.65, -8.32495, 13.493, 4.25258, 5
19.66, -8.34714, 13.4482, 4.25794, 5
19.67, -8.36909, 13.4033, 4.26329, 5
19.68, -8.39079, 13.3582, 4.26865, 5
19.69, -8.41226, 13.3131, 4.27401, 5
19.7, -8.43348, 13.2678, 4.27937, 5
19.71, -8.45446, 13.2224, 4.28473, 5
19.72, -8.4752, 13.1769, 4.29009, 5
19.73, -8.49569, 13.1313, 4.29545, 5
19.74, -8.51594, 13.0856, 4.30081, 5
19.75, -8.53594, 13.0398, 4.30617, 5
19.76, -8.5557, 12.9939, 4.31153, 5
19.77, -8.57521, 12.9478, 4.31688, 5
19.78, -8.59447, 12.9017, 4.32224, 5
19.79, -8.61349, 12.8554, 4.3276, 5
19.8, -8.63226, 12.8091, 4.33296, 5
19.81, -8.65078, 12.7626, 4.33832, 5
19.82, -8.66905, 12.7161, 4.34368, 5
19.83, -8.68707, 12.6695, 4.34904, 5
19.84, -8.70484, 12.6227, 4.3544, 5
19.85, -8.72236, 12.5759, 4.35976, 5
19.86, -8.73963, 12.529, 4.36512, 5
19.87, -8.75664, 12.482, 4.37047, 5
19.88, -8.77341, 12.4349, 4.37583, 5
19.89, -8.78992, 12.3877, 4.38119, 5
19.9, -8.80618, 12.3404, 4.38655, 5
19.91, -8.82219, 12.293, 4.39191, 5
19.92, -8.83794, 12.2456, 4.39727, 5
19.93, -8.85343, 12.198, 4.40263, 5
19.94, -8.86867, 12.1504, 4.40799, 5
19.95, -8.88366, 12.1027, 4.41335, 5
19.96, -8.89839, 12.0549, 4.41871, 5
19.97, -8.91286, 12.0071, 4.42406, 5
19.98, -8.92708, 11.9591, 4.42942, 5
19.99, -8.94104, 11.9111, 4.43478, 5
